cdigo,cd_pai,nome,CJF,CNJ,JE1G,JE2G,JEFP,JEJE,JETR,JF1G,JF2G,JFJE,JFTNU,JFTR,JFTRU,JME1G,JMETJM,JMU1G,JMUSTM,JT1G,JT2G,JTTST,STF,STJ,TEU
3560,3547,Violência arbitrária ,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
3561,3547,Abandono de função ,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3562,3547,Exercício funcional ilegalmente antecipado ou prolongado ,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3563,3547,Violação do sigilo funcional ,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3564,3547,Violação do sigilo de proposta de concorrência ,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3565,5872,Usurpação de função pública ,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
3566,5872,Resistência ,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3567,5872,Tráfico de influência ,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
3568,5872,Corrupção ativa ,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
3569,5872,"Impedimento, perturbação ou fraude de concorrência",,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3570,5872,Inutilização de edital ou de sinal ,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3571,5872,Subtração ou inutilização de livro ou documento ,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
3572,5872,Desobediência ,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3573,5872,Desacato ,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3574,5872,Contrabando ou descaminho ,,,,,,X,,X,X,,,,,X,X,X,X,,,,X,X,
3575,5874,Reingresso de estrangeiro expulso ,,,,,,X,,X,X,,,,,X,X,X,X,,,,X,X,
3576,5874,Denunciação caluniosa ,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
3577,5874,Comunicação falsa de crime ou de contravenção ,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3578,5874,Auto-acusação falsa,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3579,5874,Falso testemunho ou falsa perícia ,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
3580,5874,Coação no curso do processo ,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
3581,5874,Exercício arbitrário das próprias razões ,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3582,5874,Fraude processual,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3583,5874,Favorecimento pessoal ,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3584,5874,Favorecimento real ,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3585,5874,Exercício arbitrário ou abuso de poder ,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3586,5874,Fuga de pessoa presa ou submetida a medida de segurança ,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3587,5874,Evasão mediante violência contra a pessoa ,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3588,5874,Arrebatamento de preso ,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
3589,5874,Motim de presos ,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3590,5874,Patrocínio infiel ,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
3591,5874,Patrocínio simultâneo ou tergiversação ,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
3592,5874,Sonegação de papel ou objeto de valor probatório ,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
3593,5874,Exploração de prestígio ,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
3594,5874,Violência ou fraude em arrematação judicial,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3595,5874,Desobediência a decisão judicial sobre perda ou suspensão de direitos ,,,X,X,,X,,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3596,3547,Inserção de dados falsos em sistema de informações ,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
3597,3547,Modificação ou alteração não autorizada de sistema de informações ,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3598,5872,Sonegação de contribuição previdenciária ,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
3603,287,Crimes Previstos na Legislação Extravagante,X,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,X
3604,3603,Crimes de Responsabilidade,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
3605,3603,Crimes contra a Economia Popular,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3606,3603,Crimes de Abuso de Autoridade (Lei 4.898/1965),,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3607,3603,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,X,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
3608,3607,Tráfico de Drogas e Condutas Afins,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
3609,3603,Responsabilidade Criminal por Danos Nucleares,,,,,,,,X,X,,,,,X,X,X,X,,,,X,,
3610,3603,Crimes contra o Serviço Postal e o Serviço de Telegrama,,,,,,X,,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3611,3603,"Crimes contra a Segurança Nacional, a Ordem Política e Social",,,,,,X,,X,X,,,,,X,X,X,X,,,,X,X,
3612,3603,Crimes contra o Sistema Financeiro Nacional,,,,,,X,,X,X,,,,,X,X,X,X,,,,X,X,
3613,3603,Crimes Resultante de Preconceito de Raça ou de Cor,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
3614,3603,Crimes contra a Ordem Tributária,,,X,X,,X,,X,X,X,X,X,,X,X,X,X,,,,X,X,
3615,3603,Crimes contra a Ordem Econômica,,,X,X,,X,,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3616,3603,Crimes contra as Relações de Consumo,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3617,3603,Representação caluniosa,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3618,3603,Crimes contra o Meio Ambiente e o Patrimônio Genético,X,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,X
3619,3618,Crimes contra a Fauna,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,X
3620,3618,Crimes contra a Flora,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,X
3621,3618,Poluição,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,X
3622,3618,Agrotóxicos ,,,X,X,,,,X,X,,,,,X,X,X,X,,,,X,X,
3623,3618,Atividades Nucleares ,,,X,X,,,,X,X,,,,,X,X,X,X,,,,X,X,
3624,3618,Caça ,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
3626,3618,Liberação ou Descarte de OGM (Organismo Geneticamente Modificado) - Biossegurança,,,,,,X,,X,X,,,,,X,X,X,X,,,,X,X,
3627,3618,Pesca ,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3628,3603,"Crimes de ""Lavagem"" ou Ocultação de Bens, Direitos ou Valores",,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
3629,3603,Crimes contra as Telecomunicações,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
3630,3603,Crimes Previstos na Lei de Estrangeiros,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3631,3603,Crimes de Tortura,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
3632,3603,Crimes de Trânsito,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3633,3603,Crimes do Sistema Nacional de Armas,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3634,3603,Crimes de Imprensa,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3637,3603,Crimes Previstos no Estatuto da criança e do adolescente,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,X
3638,3603,Crimes contra o mercado de capitais,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,X
3640,3603,Crimes de genocídio,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
3641,3603,Sigilo Telefônico,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
3642,3603,Crimes da Lei de licitações,,,X,X,,X,X,X,X,,X,X,X,X,X,X,X,,,,X,X,
3643,3603,Crimes da Lei de remoção de órgãos e tecidos,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
3647,3603,Crimes praticados contra os índios e a cultura indígena,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
3650,3603,"Recusa, retardamento ou omissão de dados técnicos indispensáveis à propositura de Ação Civil Pública",,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
3651,3603,Crimes Agrários,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
3653,3603,Crimes relacionados à Comissão Parlamentar de Inquérito,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
3654,3603,Crimes Eleitorais,,,,,,X,,,,,,,,X,X,X,X,,,,X,X,
3655,3603,Crime de Quebra de Sigilo Financeiro,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
3656,3603,Crimes do Código Brasileiro de Telecomunicações,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3659,3603,Crimes Previstos no Estatuto do Idoso,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3660,3603,Parcelamento do solo urbano,,,X,X,,X,,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3661,3603,Crimes Falimentares,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
3664,3603,Crimes Militares,,,,,,X,,X,X,,,,,X,X,X,X,,,,X,X,
3692,287,Contravenções Penais,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,X
4263,1209,Ação Penal,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,X
4264,4263,Nulidade,,,,X,,,X,,X,,X,X,X,,X,,X,,,,X,X,
4271,4263,Suspensão,,,,X,,,X,,X,,X,X,X,X,X,X,X,,,,X,X,
4272,4263,Trancamento,,,,X,,,X,,X,,X,X,X,X,X,,X,,,,X,X,
4291,1209,Jurisdição e Competência,,,X,X,,X,X,X,X,,X,X,X,,X,,X,,,,X,X,X
4305,1209,Recurso,,,,X,,,X,,X,,X,X,X,,X,,X,,,,X,X,
4310,1209,Fiança,,,X,X,,X,X,X,X,X,,X,,,,,,,,,X,X,
4355,1209,Prisão Preventiva,,,X,X,,,X,X,X,,,X,,X,X,X,X,,,,X,X,
4368,1209,Denúncia/Queixa,,,,X,,,X,,X,,,X,,,X,,X,,,,X,X,
4370,4368,Recebimento,,,,X,,,X,,X,,,X,,,X,,X,,,,X,X,
4371,4368,Rejeição,,,,X,,,X,,X,,,X,,,X,,X,,,,X,X,
4435,1695,Aplicabilidade,,,,,,,,,,,,,,,,,,X,X,X,X,,
4437,2135,Revisão,,,,,,,,,,,,,,,,,,X,X,X,X,,
4438,1695,Anulação,,,,,,,,,,,,,,,,,,X,X,X,X,,
4442,2581,Restituição / Indenização de Despesa,,,,,,,,,,,,,,,,,,X,X,X,X,,
4452,1697,Representação Sindical,,,,,,,,,,,,,,,,,,X,X,X,X,,
4654,10448,Propriedade Intelectual / Industrial,,,X,X,,X,X,X,X,,,,,,,,,,,,X,X,
4656,4654,Direito Autoral,,,X,X,,X,X,X,X,,,,,,,,,,,,X,X,
4660,4654,Patente,,,X,X,,X,X,X,X,,,,,,,,,,,,X,X,
4670,4654,Desenho Industrial,,,X,X,,X,X,X,X,,,,,,,,,,,,X,X,
4680,4654,Marca,,,X,X,,X,X,X,X,,,,,,,,,,,,X,X,
4701,7947,Ato / Negócio Jurídico,,,X,X,X,X,X,,,,,,,X,X,,,X,X,X,X,X,X
4703,4701,"Defeito, nulidade ou anulação",,,X,X,X,X,X,,,,,,,X,X,,,X,X,X,X,X,X
4706,4701,Evicção ou Vicio Redibitório,,,X,X,X,X,X,,,,,,,,,,,X,X,X,X,X,X
4718,7688,Cessão de Crédito,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X
4728,9580,Câmbio,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4794,9580,Parceria Agrícola e/ou pecuária,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4805,9580,Previdência privada,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4813,9580,Representação comercial,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4829,4862,Atraso de vôo,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4830,4862,Cancelamento de vôo,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4831,4862,Overbooking,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4832,4862,Extravio de bagagem,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4839,9580,Sistema Financeiro da Habitação,,,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,X,X,X
4840,4839,Equivalência salarial,,,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,X,X,X
4841,4839,Quitação,,,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,X,X,X
4842,4839,Reajuste de Prestações,,,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,X,X,X
4843,4839,Transferência de Financiamento (contrato de gaveta),,,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,X,X,X
4846,4839,Sustação/Alteração de Leilão,,,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,X,X,X
4847,4839,Seguro,,,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,X,X,X
4854,4839,Revisão do Saldo Devedor,,,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,X,X,X
4862,7771,Transporte Aéreo,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4897,9981,Associação,,,X,X,,X,X,,,,,,,,,,,,,,X,X,
4899,4897,Assembléia,,,X,X,,X,X,,,,,,,,,,,,,,X,X,
4902,4897,Eleição,,,X,X,,X,X,,,,,,,,,,,,,,X,X,
4904,4897,Extinção,,,X,X,,X,X,,,,,,,,,,,,,,X,X,
4905,9981,Fundação de Direito Privado,,,X,X,,X,X,,,,,,,,,,,,,,X,X,
4907,4905,Assembléia,,,X,X,,X,X,,,,,,,,,,,,,,X,X,
4909,4905,Eleição,,,X,X,,X,X,,,,,,,,,,,,,,X,X,
4910,4905,Extinção,,,X,X,,X,X,,,,,,,,,,,,,,X,X,
4933,5724,Apuração de haveres,,,X,X,,,,,,,,,,,,,,,,,X,X,
4934,5724,Constituição,,,X,X,,,,,,,,,,,,,,,,,X,X,
4935,5724,Dissolução,,,X,X,,,,,,,,,,,,,,,,,X,X,
4939,5724,Desconsideração da Personalidade Jurídica,,,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,X,X,X
4940,5724,Ingresso e Exclusão dos Sócios na Sociedade,,,X,X,,,,,,,,,,,,,,,,,X,X,
4942,5724,Responsabilidade dos sócios e administradores,,,X,X,,,,,,,,,,,,,,,,,X,X,
4943,5724,Transferência de cotas,,,X,X,,,,,,,,,,,,,,,,,X,X,
4949,7681,Títulos de Crédito,,,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,X,X,X
4951,4949,Anulação,,,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,X,X,X
4957,4949,Requisitos,,,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,X,X,X
4960,7717,Cédula de Crédito Bancário,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4961,7717,Cédula de Crédito à Exportação,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4962,7717,Cédula de Crédito Comercial,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4963,7717,Cédula de Crédito Industrial,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4964,7717,Cédula de Crédito Rural,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4968,7717,Cédula de Produto Rural,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4969,7717,Cédula Hipotecária,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4970,7717,Cheque,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4971,7717,Debêntures,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4972,7717,Duplicata,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4973,7717,Letra de Câmbio,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4974,7717,Nota de Crédito Comercial,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4975,7717,Nota de Crédito Industrial,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4976,7717,Nota de Crédito Rural,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4980,7717,Nota Promissória,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4981,7717,Warrant,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
4993,9616,Recuperação judicial e Falência,,,X,X,,X,X,,,,,,,,,,,,,,X,X,
4994,4993,Recuperação extrajudicial,,,X,X,,,,,,,,,,,,,,,,,X,X,
4998,4993,Autofalência,,,X,X,,,,,,,,,,,,,,,,,X,X,
5000,4993,Concurso de Credores,,,X,X,,,,,,,,,,,,,,,,,X,X,
5001,4993,Liquidação,,,X,X,,X,X,,,,,,,,,,,,,,X,X,
5003,4993,Revogação de atos praticados em prejuízo de credores e da massa,,,X,X,,,,,,,,,,,,,,,,,X,X,
5009,9616,Mercado de Capitais,,,X,X,,,,,,,,,,,,,,,,,X,X,
5010,5009,Bolsa de Valores,,,X,X,,,,,,,,,,,,,,,,,X,X,
5193,7783,Engajamento e Profissionais Marítimos,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
5194,7783,Seguros Marítimos,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
5196,7783,Aluguel de Embarcações (Fretamento E Carta Partida),,,X,X,,,,X,X,,,,,,,,,,,,X,X,
5269,2458,Mínimo,,,,,,,,,,,,,,,,,,X,X,X,X,,
5276,7644,Advogados,,,,,,,,,,,,,,,,,,X,X,X,X,,
5277,7644,Aeronautas,,,,,,,,,,,,,,,,,,X,X,X,X,,
5278,7644,Artistas,,,,,,,,,,,,,,,,,,X,X,X,X,,
5279,7644,Atleta Profissional,,,,,,,,,,,,,,,,,,X,X,X,X,,
5280,7644,Bancários,,,,,,,,,,,,,,,,,,X,X,X,X,,
5281,7644,Cabineiros de Elevador,,,,,,,,,,,,,,,,,,X,X,X,X,,
5282,7644,Doméstico,,,,,,,,,,,,,,,,,,X,X,X,X,,
5284,7644,"Engenheiro, Arquiteto e Engenheiro Agrônomo",,,,,,,,,,,,,,,,,,X,X,X,X,,
5286,7644,Jornalistas,,,,,,,,,,,,,,,,,,X,X,X,X,,
5287,7644,Marítimos,,,,,,,,,,,,,,,,,,X,X,X,X,,
5288,7644,Digitadores / Mecanógrafos / Datilógrafos,,,,,,,,,,,,,,,,,,X,X,X,X,,
5289,7644,Médicos,,,,,,,,,,,,,,,,,,X,X,X,X,,
5290,7644,Mineiros de Subsolos,,,,,,,,,,,,,,,,,,X,X,X,X,,
5291,7644,Músicos Profissionais,,,,,,,,,,,,,,,,,,X,X,X,X,,
5292,7644,Operadores de Carga e Descarga (Estiva e Capatazia),,,,,,,,,,,,,,,,,,X,X,X,X,,
5293,7644,Operadores Cinematográficos,,,,,,,,,,,,,,,,,,X,X,X,X,,
5294,7644,Professores,,,,,,,,,,,,,,,,,,X,X,X,X,,
5295,7644,Químicos,,,,,,,,,,,,,,,,,,X,X,X,X,,
5296,7644,Radialistas,,,,,,,,,,,,,,,,,,X,X,X,X,,
5297,7644,Serviços de Telefonia ou Telegrafia,,,,,,,,,,,,,,,,,,X,X,X,X,,
5299,7644,Petroleiros,,,,,,,,,,,,,,,,,,X,X,X,X,,
5301,7644,Vigia e Vigilantes,,,,,,,,,,,,,,,,,,X,X,X,X,,
5356,1937,Grupo Econômico,,,,,,,,,,,,,,,,,,X,X,X,X,,
5555,287,Crime Tentado,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
5556,3385,Grave,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
5557,3385,Gravíssima,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
5558,3385,Privilegiada,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,X
5560,3385,Decorrente de Violência Doméstica,,,X,X,,X,X,,,,,,,X,X,X,X,,,,X,X,
5564,3415,Furto Privilegiado,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
5565,3415,Furto de Veículo Automotor a ser Transportado para outro Estado ou Exterior,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
5566,3415,Roubo Majorado,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
5567,3415,Latrocínio,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
5568,3415,Extorsão mediante Seqüestro Seguida de Morte,,,X,X,,X,,X,X,,,,X,X,X,X,X,,,,X,X,
5569,3415,Extorsão mediante Sequestro Seguida de Lesão Corporal Grave,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
5570,3415,Supressão ou Alteração de Marca em Animais,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
5571,3415,Dano Qualificado,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
5572,3415,Apropriação de Tesouro,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
5573,3415,Apropriação de Coisa Achada,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
5575,7784,Abandono,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
5577,7784,Acidentes da Navegação,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
5585,1146,Registro / Cadastro do Armador,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
5589,7784,Arresto de Embarcação,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
5591,7784,Assistência / Salvamento,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
5592,7784,Avaria,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
5595,1146,Responsabilidade do Comandante ou Capitão,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
5603,1146,Inscrição / Registro da Embarcação,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
5609,7783,Hipoteca Marítima,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
5612,7783,Créditos / Privilégios Marítimos,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
5621,1146,Serviços Auxiliares da Navegação,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
5622,5621,Agenciamento,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
5623,5621,Corretagem de Embarcação,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
5624,5621,Praticagem,,,X,X,,,,X,X,,,,,,,,,,,,X,X,
5626,899,Família,,X,X,X,X,X,X,,X,,,,,,,,,,,,X,X,X
5632,7947,Prescrição e Decadência,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X
5680,9580,Edição,,,X,X,,X,X,X,X,X,X,X,X,,,,,,,,X,X,
5724,9616,Sociedade ,,,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,X,X,X
5754,899,Pessoas naturais,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5779,5626,Alimentos,,,X,X,,,,,,,,,,,,,,,,,X,X,
5787,5779,Exoneração,,,X,X,,,,,,,,,,,,,,,,,X,X,
5788,5779,Revisão,,,X,X,,,,,,,,,,,,,,,,,X,X,
5801,10577,Busca e Apreensão de Menores,,,X,X,,,,,,,,,,,,,,,,,X,X,
5802,10577,Guarda,,,X,X,,,,,,,,,,,,,,,,,X,X,
5804,10577,Investigação de Paternidade,,,X,X,,,,,,,,,,,,,,,,,X,X,
5805,10577,Regulamentação de Visitas,,,X,X,,,,,,,,,,,,,,,,,X,X,
5808,5626,Casamento,,,X,X,,X,X,,,,,,,,,,,,,,X,X,X
5813,5808,Nulidade / Anulação,,,X,X,,,,,,,,,,,,,,,,,X,X,
5825,7673,Nulidade e Anulação de Testamento,,,X,X,,,,,,,,,,,,,,,,,X,X,
5829,7673,Nulidade e Anulação de Partilha e Adjudicação de Herança,,,X,X,,,,,,,,,,,,,,,,,X,X,
5831,7673,Sub-rogação de Vinculo,,,X,X,,,,,,,,,,,,,,,,,X,X,
5832,7673,Exclusão de herdeiro ou legatário,,,X,X,,,,,,,,,,,,,,,,,X,X,
5833,7673,Petição de Herança,,,X,X,,,,,,,,,,,,,,,,,X,X,
5834,7673,Deserdação,,,X,X,,,,,,,,,,,,,,,,,X,X,
5835,3415,Disposição de coisa alheia como própria,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
5836,3415,Alienação ou Oneração Fraudulenta de Coisa Própria,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
5837,3415,Defraudação de Penhor,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
5838,3415,Fraude na Entrega de Coisa,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
5839,3415,Fraude para Recebimento de Indenização ou Valor de Seguro,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
5840,3415,Fraude no Pagamento por Meio de Cheque,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
5841,3415,Duplicata Simulada,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
5842,3415,Abuso de Incapazes,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
5843,3415,Induzimento à Especulação,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
5844,3415,Fraude no Comércio,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
5845,3415,Fraudes e Abusos na Fundação ou Administração de Sociedade por Ações,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
5846,3415,"Emissão Irregular de Conhecimento de Depósito ou ""Warrant""",,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
5847,3415,Receptação Qualificada,,,X,X,,X,,X,X,,,,,X,X,X,X,,,,X,X,
5850,3463,Posse Sexual Mediante Fraude,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
5851,3463,Assédio Sexual,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,X,
5852,3463,Favorecimento da Prostituição,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
5853,3463,Casa de Prostituição,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
5854,3463,Rufianismo,,,X,X,,X,X,X,X,,,,,X,X,X,X,,,,X,X,
