Código,Cód. Pai,Dispositivo legal,Artigo,Data de Publicação,Data de Alteração,Data de Inativação,Data de Reativação,nome,JETR
10949,287,11.340/2006,7º,2008-09-30 15:52:00,2020-12-04 17:07:00,,,Violência Doméstica Contra a Mulher,X
8826,,,,,,,,DIREITO PROCESSUAL CIVIL E DO TRABALHO,X
8842,8826,,,2008-09-30 15:52:00,,,,Partes e Procuradores,X
8843,8842,CPC,98 a 102,2008-09-30 15:52:00,,,,Assistência Judiciária Gratuita,X
9493,8842,CPC,70 a 76,2008-09-30 15:52:00,,,,Capacidade Processual,X
9258,8842,CPC,95,2008-09-30 15:52:00,,,,Honorários Periciais,X
8859,8842,CPC,119 a 138,2008-09-30 15:52:00,,,,Intervenção de Terceiros ,X
13091,8859,,,2020-11-04 00:00:00,,,,Chamamento ao Processo ,X
13135,8859,,,2020-11-04 00:00:00,,,,Denunciação da Lide ,X
13234,8859,,,2020-11-04 00:00:00,,,,Nomeação à Autoria ,X
13239,8859,,,2020-11-04 00:00:00,,,,Oposição ,X
8865,8842,CPC,79 a 81,2008-09-30 15:52:00,,,,Litigância de Má-Fé,X
8866,8842,CPC,113 a 118,2008-09-30 15:52:00,2018-11-19 15:58:00,,,Litisconsórcio ,X
8868,8842,CPC,104 e 105,2008-09-30 15:52:00,2018-11-19 16:02:00,,,Procuração ,X
13068,8868,,,2020-11-04 00:00:00,,,,Assinatura Eletrônica / Digital ,X
13162,8868,,,2020-11-04 00:00:00,,,,Estatuto Social da Empresa ,X
13267,8868,,,2020-11-04 00:00:00,,,,Procurador de Entes Públicos / Autárquicos / Fundacionais ,X
13307,8868,,,2020-11-04 00:00:00,,,,Tácito ,X
8873,8842,CPC,75,2008-09-30 15:52:00,,,,Representação em Juízo,X
13259,8873,,,2020-11-04 00:00:00,,,,Preposto ,X
9494,8842,CPC,41 a 43,2008-09-30 15:52:00,2020-12-04 18:54:00,,,Substituição da Parte,X
8867,8842,CPC,108 a 112,2008-09-30 15:52:00,2020-12-04 18:55:00,,,Substituição Processual,X
8874,8842,,,2008-09-30 15:52:00,,,,Sucumbência ,X
10658,8874,CPC,82 a 84 e 86 a 94,2008-09-30 15:52:00,,,,Custas,X
10655,8874,CPC,"85, §§ 1º, 2º, 6º e 8º a 19; 86; 87 e 90 a 92",2008-09-30 15:52:00,,,,Honorários Advocatícios,X
13385,10655,,,2020-11-04 00:00:00,,,,Contratuais ,X
14841,10655,CF,"5º, LXXIV",2021-09-29 00:00:00,,,,Defensores Dativos ou Ad Hoc,X
13537,10655,,,2020-11-04 00:00:00,,,,Sucumbenciais ,X
13541,10655,,,2020-11-04 00:00:00,,,,Suspensão da Cobrança - Devedor Beneficiário de Assistência Judiciária Gratuita ,X
10656,8874,CPC,85 a 87; 90 a 92,2008-09-30 15:52:00,,,,Honorários Advocatícios em Execução Contra a Fazenda Pública,X
13185,8874,,,2020-11-04 00:00:00,,,,Honorários Periciais ,X
8893,8826,,,2008-09-30 15:52:00,,,,Atos Processuais,X
8928,8893,CPC,218 a 235,2008-09-30 15:52:00,,,,Prazo,X
13114,8928,,,2020-11-04 00:00:00,,,,Contagem - Dias Úteis ,X
13268,8928,,,2020-11-04 00:00:00,,,,Prorrogação ,X
13305,8928,,,2020-11-04 00:00:00,,,,Suspensão / Interrupção ,X
10938,8893,CPC,238 a 259,2008-09-30 15:52:00,,,,Citação,X
10939,8893,CPC,269 a 275,2008-09-30 15:52:00,,,,Intimação / Notificação,X
8919,8893,CPC,276 a 283,2008-09-30 15:52:00,,,,Nulidade,X
13089,8919,,,2020-11-04 00:00:00,,,,Cerceamento de Defesa ,X
13212,8919,,,2020-11-04 00:00:00,,,,Julgamento Extra / Ultra / Citra Petita ,X
13233,8919,,,2020-11-04 00:00:00,,,,Negativa de Prestação Jurisdicional ,X
12412,8919,CPC,"803, II, parágrafo único",2018-11-20 00:00:00,2022-06-09 15:41:00,,,Nulidade - Ausência de Citação ,X
12401,8919,CPC,"11, caput",2018-11-20 00:00:00,,,,Nulidade - Ausência de Fundamentação de Decisão,X
12405,8919,CPC,"272, §§ 2º e 5º",2018-11-20 00:00:00,,,,Nulidade - Ausência de Identificação de Advogado ou de Sociedade de Advogados,X
12406,8919,CPC,279,2018-11-20 00:00:00,,,,Nulidade - Ausência de Intimação do Ministério Público,X
12404,8919,CPC,"272, § 2º",2018-11-20 00:00:00,,,,Nulidade - Ausência de Nome das Partes,X
12400,8919,CPC,"11, caput",2018-11-20 00:00:00,,,,Nulidade - Ausência de publicidade de decisão,X
12407,8919,CPC,280,2018-11-20 00:00:00,,,,Nulidade - Citação Sem Observância das Prescrições Legais,X
12413,8919,CPC,"803, III, parágrafo único",2018-11-20 00:00:00,,,,Nulidade - Execução Instaurada Antes de Condição ou Termo,X
12402,8919,CPC,"146, § 7º",2018-11-20 00:00:00,,,,Nulidade - Impedimento,X
12408,8919,CPC,280,2018-11-20 00:00:00,2018-11-20 13:10:00,,,Nulidade - Intimação Sem Observância das Prescrições Legais,X
12410,8919,CPC,280,2018-11-20 00:00:00,,,,Nulidade - Intimação Sem Observância das Prescrições Legais,X
12403,8919,CPC,"146, § 7º",2018-11-20 00:00:00,,,,Nulidade - Suspeição,X
12411,8919,CPC,"803, I, parágrafo único",2018-11-20 00:00:00,,,,"Nulidade - Título Extrajudicial Não Correspondente a Obrigação Certa, Líquida e Exigível ",X
8934,8893,CPC,291 a 293,2008-09-30 15:52:00,,,,Valor da Causa,X
13066,8934,,,2020-11-04 00:00:00,,,,Arbitramento / Majoração ,X
8938,8826,,,2008-09-30 15:52:00,,,,"Formação, Suspensão e Extinção do Processo",X
8939,8938,CPC,313 a 315,2008-09-30 15:52:00,,,,Suspensão do Processo,X
13170,8939,,,2020-11-04 00:00:00,,,,Falência ,X
13277,8939,,,2020-11-04 00:00:00,,,,Recuperação Judicial ,X
13310,8939,,,2020-11-04 00:00:00,,,,Temas repetitivos / Repercussão Geral ,X
12951,8938,,,2020-11-04 00:00:00,,,,Arquivamento ,X
12963,8938,,,2020-11-04 00:00:00,,,,Condições da Ação ,X
13051,12963,,,2020-11-04 00:00:00,,,,Adequação da Ação / Procedimento ,X
13206,12963,,,2020-11-04 00:00:00,,,,Interesse Processual ,X
14067,12963,,,2020-11-18 00:00:00,,,,Legitimidade Ativa e Passiva,X
12978,8938,,,2020-11-04 00:00:00,,,,Desistência da Ação ,X
8942,8938,CPC,267,2008-09-30 15:52:00,,,,Extinção do Processo Sem Resolução de Mérito,X
10735,8942,CPC,"330, III e 485, I e VI, §§ 3º e 7º",2008-09-30 15:52:00,2018-11-20 15:01:00,,,Ausência de Interesse Processual,X
10737,8942,CPC,"485, IV, §§ 3º e 7º",2008-09-30 15:52:00,2018-11-20 14:53:00,,,Ausência de Pressupostos de Constituição e Desenvolvimento ,X
13201,8942,,,2020-11-04 00:00:00,,,,Inépcia da Inicial ,X
10736,8942,,,2008-09-30 15:52:00,2018-11-20 15:01:00,,,Legitimidade para a Causa,X
12414,10736,CPC,"485, VI, § 3§ 3º e 7º",2018-11-20 00:00:00,,,,Ausência de Legitimidade para a Causa,X
13252,8942,,,2020-11-04 00:00:00,,,,Perempção ,X
8941,8938,CPC,329,2008-09-30 15:52:00,,,,Modificação ou Alteração do Pedido,X
13026,8938,,,2020-11-04 00:00:00,,,,Pressupostos Processuais ,X
13065,13026,,,2020-11-04 00:00:00,,,,Arbitragem ,X
13094,13026,,,2020-11-04 00:00:00,,,,Coisa Julgada ,X
13221,13026,,,2020-11-04 00:00:00,,,,Litispendência ,X
8828,8826,,,2008-09-30 15:52:00,,,,Jurisdição e Competência,X
8829,8828,CPC,Arts. 86 a 124,2008-09-30 15:52:00,,,,Competência ,X
10654,8829,Constituição Federal e Código Eleitoral,"102, 105, 108, 109, 114, 124 e 125, §§ 4º e 5º (CF); 22, 29, 35 (Código Eleitoral)",2008-09-30 15:52:00,,,,Competência da Justiça Estadual,X
10651,8829,"Lei n. 9.099/1995, Lei n. 10.259/2001 e Lei n. 12.153/2009",3º (Lei 9.099/1995); 3º (Lei n. 10.259/2001); 2º (Lei 12.153/2009),2008-09-30 15:52:00,,,,Competência dos Juizados Especiais,X
13099,8829,,,2020-11-04 00:00:00,,,,Competência Funcional ,X
13462,13099,,,2020-11-04 00:00:00,,,,Interdito Proibitório ,X
13506,13099,,,2020-11-04 00:00:00,,,,Precatório ,X
13100,8829,,,2020-11-04 00:00:00,,,,Competência Territorial ,X
13109,8829,,,2020-11-04 00:00:00,,,,Conexão ,X
13263,8829,,,2020-11-04 00:00:00,,,,Prevenção ,X
12965,8828,,,2020-11-04 00:00:00,,,,Conflito de Competência ,X
14068,8828,,,2020-11-18 00:00:00,,,,Exceção de Incompetência Territorial,X
8838,8828,Decreto legislativo nº 4/1948,Artigo único,2008-09-30 15:52:00,,,,Imunidade de Jurisdição,X
9148,8826,,,2008-09-30 15:52:00,,,,Liquidação / Cumprimento / Execução,X
9520,9148,CPC,"774 e 903, § 6º",2008-09-30 15:52:00,,,,Ato Atentatório à Dignidade da Justiça,X
9519,9148,CPC,794 e 795,2008-09-30 15:52:00,,,,Benefício de Ordem,X
9517,9148,CPC,"525, § 1º, VII",2008-09-30 15:52:00,,,,Causas Supervenientes à Sentença,X
9418,9148,CPC,"797, parágrafo único",2008-09-30 15:52:00,,,,Concurso de Credores,X
10880,9148,CPC,"520 a 522; 527; 537, § 3º; 1.012, §§ 1º e 2º",2008-09-30 15:52:00,2018-11-21 16:51:00,,,Cumprimento Provisório de Sentença,X
9518,9148,CPC,525 a 920,2008-09-30 15:52:00,,,,Efeito Suspensivo / Impugnação / Embargos à Execução,X
12991,9148,,,2020-11-04 00:00:00,,,,Execução Provisória ,X
9180,9148,CPC,876 a 903,2008-09-30 15:52:00,,,,Expropriação de Bens,X
13053,9180,,,2020-11-04 00:00:00,,,,Adjudicação ,X
13067,9180,,,2020-11-04 00:00:00,,,,Arrematação ,X
9414,9148,CPC,924 e 925,2008-09-30 15:52:00,,,,Extinção da Execução,X
10683,9148,CPC,"525, § 11",2008-09-30 15:52:00,2018-11-21 15:37:00,,,Fato Superveniente ao Término do Prazo para Impugnação,X
9450,9148,CPC,"792; 828, § 4º; 855, § 3º",2008-09-30 15:52:00,,,,Fraude à Execução,X
12993,9148,,,2020-11-04 00:00:00,,,,Hipoteca Judiciária ,X
9453,9148,DL 48.295/1968 (Convenção de Viena),"22º, 3",2008-09-30 15:52:00,,,,Imunidade de Execução,X
9178,9148,CPC,"525, §1º, III; 535, III, § 5º; 803,I; 917, I",2008-09-30 15:52:00,2018-11-21 17:59:00,,,Inexequibilidade do Título / Inexigibilidade da Obrigação,X
9160,9148,CPC,"520, IV; 526, caput e § 1º; 537, § 3º; 904 a 906; 908; 916, caput e § 2º",2008-09-30 15:52:00,,,,Levantamento de Valor,X
10686,9148,CPC,"567. 806, § 1º; 814",2008-09-30 15:52:00,,,,Multa Cominatória / Astreintes,X
9166,9148,CPC,"523, caput e § 1º; 526, § 2º; 702, §§ 10 e 11; 895, caput e § 4º; 915, § 5º, II",2008-09-30 15:52:00,,,,Multa de 10%,X
13014,9148,,,2020-11-04 00:00:00,,,,Obrigação de Dar ,X
10670,9148,,,2008-09-30 15:52:00,,,,Obrigação de Entregar,X
10677,10670,CPC,"536, caput e §§ 1º e 2º; 538, caput; 625; 806, caput e § 2º",2008-09-30 15:52:00,,,,Busca e Apreensão,X
10676,10670,CPC,"538, caput; 625; 806, caput e § 2º; 877, § 1º, I; 879, § 2º, I; 901, § 1º; 903, §§ 1º a 3º",2008-09-30 15:52:00,,,,Imissão na Posse,X
12161,10670,DL 911/1969,"3º, caput e § 9º",2017-11-24 00:00:00,,,,Requerimento de Apreensão de Veículo,X
12160,10670,CPC,560 a 566,2017-11-24 00:00:00,,,,Requerimento de Reintegração de Posse,X
10671,9148,CPC,536 e 537,2008-09-30 15:52:00,,,,Obrigação de Fazer / Não Fazer,X
9163,9148,CPC,831 a 875,2008-09-30 15:52:00,2018-11-21 14:58:00,,,Penhora / Depósito/ Avaliação ,X
13080,9163,,,2020-11-04 00:00:00,,,,Avaliação / Reavaliação ,X
13140,9163,,,2020-11-04 00:00:00,,,,Dispensa de Penhora - Entidades Filantrópicas e Seus Diretores ,X
13164,9163,,,2020-11-04 00:00:00,,,,Excesso de Penhora ,X
13189,9163,,,2020-11-04 00:00:00,,,,Impenhorabilidade ,X
13363,13189,,,2020-11-04 00:00:00,,,,Bem de Família ,X
13364,13189,,,2020-11-04 00:00:00,,,,Bem Público ,X
13458,13189,,,2020-11-04 00:00:00,,,,Instrumentos de Trabalho ,X
13526,13189,,,2020-11-04 00:00:00,,,,Remuneração / Proventos / Pensões e Outros Rendimentos ,X
13240,9163,,,2020-11-04 00:00:00,,,,Ordem de Preferência ,X
13249,9163,,,2020-11-04 00:00:00,,,,Penhora no Rosto dos Autos ,X
13250,9163,,,2020-11-04 00:00:00,,,,Penhora Online / BACEN JUD ,X
13278,9163,,,2020-11-04 00:00:00,,,,Reforço de Penhora ,X
13297,9163,,,2020-11-04 00:00:00,,,,Seguro-Garantia Judicial ,X
13303,9163,,,2020-11-04 00:00:00,,,,Substituição de Penhora ,X
10672,9148,,,2008-09-30 15:52:00,,,,Precatório,X
14912,10672,CF,"100, §§ 13 e 14",2021-09-30 00:00:00,,,,Cessão de Créditos,X
10680,10672,Constituição Federal,"100, § 8º",2008-09-30 15:52:00,,,,Crédito Complementar,X
10679,10672,Constituição Federal,"100, §§ 2º e 8º",2008-09-30 15:52:00,,,,Fracionamento,X
11923,10672,Constituição Federal,"100 caput e §§ 1º, 2º e 6º",2012-06-06 00:00:00,,,,Fraude / Quebra de ordem cronológica,X
13216,10672,,,2020-11-04 00:00:00,,,,Juros de Mora ,X
10885,10672,Constituição Federal e ADCT,"100, § 20 (CF); 78 (ADCT)",2008-09-30 15:52:00,,,,Liquidação Parcelada,X
11924,10672,Constituição,"100, caput e §§ 1º e 2º",2012-06-06 00:00:00,,,,Pagamento,X
10869,10672,CPC,"513, caput; 523, caput",2008-09-30 15:52:00,,,,Parcela Incontroversa,X
13253,10672,,,2020-11-04 00:00:00,,,,Período de Graça ,X
10678,10672,ADCT,"97, § 13; 103, caput",2008-09-30 15:52:00,,,,Sequestro de Verbas Públicas,X
13024,9148,,,2020-11-04 00:00:00,,,,Preclusão / Coisa Julgada ,X
9189,9148,CPC,826,2008-09-30 15:52:00,,,,Remição,X
10673,9148,Constituição Federal,"100, §§ 3º e 4º",2008-09-30 15:52:00,,,,Requisição de Pequeno Valor - RPV,X
14855,10673,CPC,"535, § 4º",2021-09-29 00:00:00,,,,Parte Incontroversa,X
13285,10673,,,2020-11-04 00:00:00,,,,Renúncia Parcial ,X
9484,9148,CPC,"790, I",2008-09-30 15:52:00,,,,Sucessão,X
9149,9148,,,2008-09-30 15:52:00,,,,Valor da Execução / Cálculo / Atualização,X
10685,9149,Código Civil e Lei n. 6.899/1981,389 (CC); 1º (Lei 6.889/1981),2008-09-30 15:52:00,,,,Correção Monetária,X
13542,10685,,,2020-11-04 00:00:00,,,,Taxa Referencial - TR x IPCA-E ,X
13543,10685,,,2020-11-04 00:00:00,,,,Taxa SELIC ,X
10684,9149,Código Civil,"389, 406 e 407",2008-09-30 15:52:00,,,,Juros,X
14070,10684,,,2020-11-18 00:00:00,,,,Fazenda Pública,X
10687,9149,Código Civil e Lei n. 9.065/1995,406 (CC); 13 (Lei 9.065/1995),2008-09-30 15:52:00,,,,Taxa SELIC,X
12940,8826,,,2020-11-04 00:00:00,,,,Mandado de Segurança ,X
12955,12940,,,2020-11-04 00:00:00,,,,Autenticação ,X
12958,12940,,,2020-11-04 00:00:00,,,,Cabimento ,X
13047,12958,,,2020-11-04 00:00:00,,,,Ação Rescisória ,X
13284,12958,,,2020-11-04 00:00:00,,,,Remessa Ex-Officio ,X
14122,12958,,,2020-12-04 00:00:00,,,,Tutela Provisória de Urgência,X
12962,12940,,,2020-11-04 00:00:00,,,,Competência ,X
12973,12940,,,2020-11-04 00:00:00,,,,Depósito Prévio de Multa Administrativa ,X
12984,12940,,,2020-11-04 00:00:00,,,,Emenda a Inicial ,X
13004,12940,,,2020-11-04 00:00:00,,,,Legitimidade - Autoridade Coatora ,X
13019,12940,,,2020-11-04 00:00:00,,,,Penhora de Salário / Proventos ,X
13023,12940,,,2020-11-04 00:00:00,,,,Prazo Decadencial ,X
13032,12940,,,2020-11-04 00:00:00,,,,Prova Pré-constituída ,X
13035,12940,,,2020-11-04 00:00:00,,,,Reiteração ,X
13042,12940,,,2020-11-04 00:00:00,,,,Transcendência ,X
8875,8826,CPC,176 a 181,2008-09-30 15:52:00,,,,Ministério Público,X
13000,8875,,,2020-11-04 00:00:00,,,,Intimação ,X
13003,8875,,,2020-11-04 00:00:00,,,,Legitimidade ,X
13022,8875,,,2020-11-04 00:00:00,,,,Prazo / Contagem do Prazo ,X
14121,8826,,,2020-12-04 00:00:00,,,,Moratórios Comuns,X
11781,8826,,,2010-09-17 00:00:00,2022-03-23 15:01:00,,,Objetos de cartas precatórias cíveis/de ordem,X
11786,11781,CPC,"914, § 2º; 915, §§ 2º e 4º",2010-09-17 00:00:00,,,,Atos executórios,X
13045,11786,,,2020-11-04 00:00:00,,,,Ação Anulatória ,X
13150,11786,,,2020-11-04 00:00:00,,,,Embargos de Terceiro ,X
11783,11781,CPC,232,2010-09-17 00:00:00,,,,Citação,X
11785,11781,CPC,261,2010-09-17 00:00:00,,,,Diligências,X
15481,11781,CPC,260 e ss,2024-11-11 17:47:00,,,,Estudo Social,X
11782,11781,CPC,232,2010-09-17 00:00:00,,,,Intimação,X
11784,11781,CPC,"453, II",2010-09-17 00:00:00,,,,Oitiva,X
8883,8826,,,2008-09-30 15:52:00,,,,Órgãos Judiciários e Auxiliares da Justiça,X
8884,8883,,,2008-09-30 15:52:00,,,,Do Juiz,X
10660,8884,CPC,144,2008-09-30 15:52:00,,,,Impedimento,X
12415,8884,CPC,139 a 143,2018-11-23 00:00:00,,,,"Poderes, Deveres e Responsabilidades do Juiz",X
10659,8884,CPC,145,2008-09-30 15:52:00,,,,Suspeição,X
8888,8883,CPC,149 a 175,2008-09-30 15:52:00,,,,Dos Auxiliares da Justiça,X
13188,8888,,,2020-11-04 00:00:00,,,,Impedimento ,X
13304,8888,,,2020-11-04 00:00:00,,,,Suspeição ,X
12941,8826,,,2020-11-04 00:00:00,,,,Penalidades Processuais ,X
12952,12941,,,2020-11-04 00:00:00,,,,Ato Atentatório à Dignidade da Justiça ,X
12954,12941,,,2020-11-04 00:00:00,,,,Ausência Injustificada de Testemunha ,X
12977,12941,,,2020-11-04 00:00:00,,,,Descumprimento de Obrigações de Auxiliares da Justiça ,X
13008,12941,,,2020-11-04 00:00:00,,,,Multa do Art. 475-J do CPC ,X
13009,12941,,,2020-11-04 00:00:00,,,,Multa por Agravo Inadmissível ou Infundado ,X
13010,12941,,,2020-11-04 00:00:00,,,,Multa por Descumprimento de Ordem Judicial ,X
13011,12941,,,2020-11-04 00:00:00,,,,Multa por ED Protelatórios ,X
12943,8826,,,2020-11-04 00:00:00,,,,Processo Coletivo ,X
12946,12943,,,2020-11-04 00:00:00,,,,Ação Civil Pública ,X
13070,12946,,,2020-11-04 00:00:00,,,,Astreintes ,X
13088,12946,,,2020-11-04 00:00:00,,,,Cabimento / Interesse Processual ,X
13101,12946,,,2020-11-04 00:00:00,,,,Competência Territorial ,X
13219,12946,,,2020-11-04 00:00:00,,,,Legitimidade Ativa ,X
13312,12946,,,2020-11-04 00:00:00,,,,Termo de Ajustamento de Conduta - TAC ,X
13319,12946,,,2020-11-04 00:00:00,,,,Tutela Inibitória (Obrigação de Fazer e Não Fazer) ,X
12755,12943,,,2020-07-14 00:00:00,,,,Direito Coletivo,X
12757,12755,CDC,"81,parágrafo único, II; 110 e 111",2020-07-14 00:00:00,,,,Interesses ou Direitos Coletivos em Sentido Estrito,X
12756,12755,CDC,"81, parágrafo único, I; 110 e 111",2020-07-14 00:00:00,,,,Interesses ou Direitos Difusos,X
12758,12755,CDC,"81, parágrafo único, III; 110 e 111",2020-07-14 00:00:00,,,,Interesses ou Direitos Individuais Homogêneos,X
13007,12943,,,2020-11-04 00:00:00,,,,Mandado de Segurança Coletivo ,X
13077,13007,,,2020-11-04 00:00:00,,,,Autoridade Coatora ,X
13087,13007,,,2020-11-04 00:00:00,,,,Cabimento ,X
13098,13007,,,2020-11-04 00:00:00,,,,Competência ,X
13151,13007,,,2020-11-04 00:00:00,,,,Emenda a Inicial ,X
13218,13007,,,2020-11-04 00:00:00,,,,Legitimidade ,X
13258,13007,,,2020-11-04 00:00:00,,,,Prazo Decadencial ,X
13271,13007,,,2020-11-04 00:00:00,,,,Prova Pré-constituída ,X
8960,8826,,,2008-09-30 15:52:00,,,,Processo e Procedimento,X
8961,8960,CPC,273 e 461,2008-09-30 15:52:00,2020-11-19 13:20:00,,,Antecipação de Tutela / Tutela Específica,X
13085,8961,,,2020-11-04 00:00:00,,,,Bloqueio / Desbloqueio de Valores ,X
13149,8961,,,2020-11-04 00:00:00,,,,Efeito Suspensivo a Recurso ,X
13603,8961,,,2020-11-04 00:00:00,,,,Perda de Eficácia ,X
13306,8961,,,2020-11-04 00:00:00,,,,Suspensão da Execução ,X
8986,8960,CPC,283,2008-09-30 15:52:00,,,,Erro de Procedimento,X
13020,8960,,,2020-11-04 00:00:00,,,,Peticionamento Eletrônico ,X
13029,8960,,,2020-11-04 00:00:00,,,,Processo Judicial Eletrônico - PJe ,X
13132,13029,,,2020-11-04 00:00:00,,,,Classificação e Organização de Documentos no Sistema ,X
13318,13029,,,2020-11-04 00:00:00,,,,Conversão dos Autos Físicos em Eletrônicos - Responsabilidade ,X
13607,13029,,,2020-11-04 00:00:00,,,,Indisponibilidade do Sistema - Devolução de Prazo ,X
13615,13029,,,2020-11-04 00:00:00,,,,Uso de Sistema de Peticionamento Diverso - Petição Juridicamente Inexistente ,X
8990,8960,,,2008-09-30 15:52:00,,,,Provas,X
13614,8990,,,2020-11-04 00:00:00,,,,Alteração da Ordem de Produção ,X
10940,8990,CPC,385 a 388 e 442 a 463,2008-09-30 15:52:00,2011-02-01 11:30:00,,,Depoimento,X
13237,8990,,,2020-11-04 00:00:00,,,,Ônus da Prova ,X
13407,13237,,,2020-11-04 00:00:00,,,,Distribuição Dinâmica - Inversão ,X
13608,8990,,,2020-11-04 00:00:00,,,,Prova Ilícita ,X
12419,8990,CPC,369 a 384; 389 a 441 e 463 a 484,2018-11-23 00:00:00,,,,Provas em geral,X
13294,8990,,,2020-11-04 00:00:00,,,,Repetição da Prova ,X
9024,8960,CPC,344 a 346,2008-09-30 15:52:00,,,,Revelia ,X
9026,8960,CPC,489 a 495,2008-09-30 15:52:00,,,,Vícios Formais da Sentença,X
9045,8826,,,2008-09-30 15:52:00,2009-05-29 12:07:00,,,Recurso,X
9098,9045,"Constituição Federal, CPC, CPP, CLT, Código Eleitoral, CPPM e Lei n. 9.099/1995","102, II e III; 105, II e III (CF); 994; 1.009; 1.015; 1.021, caput; 1.022; 1.027; 1.030, I, III, V e §§ 1º e 2º; 1.035, caput e §§ 1º a 3º, 6º e 7º; 1.036, §§ 2º e 3º; 1.037, §§ 9º e 13; 1.042, caput ; 1.043 (CPC); 581; 593 , I a III; 619; 639 (CPP)",2008-09-30 15:52:00,,,,Cabimento,X
13292,9098,,,2020-11-04 00:00:00,,,,Pressupostos Extrínsecos ,X
13524,13292,,,2020-11-04 00:00:00,,,,Regularidade de Representação ,X
13544,13292,,,2020-11-04 00:00:00,,,,Tempestividade ,X
9047,9045,"CPC, CPP, CLT, Código Eleitoral, CPPM, Lei n. 9.099/1955","987, caput e § 1º; 1.012; 1.019, I; 1.026, caput; 1.029, § 5º (CPC); 584, caput; 597; 598, caput; 637; 646 (CPP); 893, § 2º; 896, § 1º ; 899, caput (CLT); 257, caput e § 2º (Código Eleitoral); 65, § 2º, 106, §§1º e 2º;194,par. único e outros (CPPM)",2008-09-30 15:52:00,,,,Efeitos,X
9060,9045,CPC,Arts. 506 a 508,2008-09-30 15:52:00,2018-11-27 16:40:00,,,Prazo,X
10668,9060,CPC e Lei n. 9.800/1999,"1.017, § 2º, IV e § 4º (CPC); 2º, caput (Lei n. 9.800/1999)",2008-09-30 15:52:00,,,,Fac-símile,X
10669,9060,CPC,"1.017, § 2º, II",2008-09-30 15:52:00,,,,Protocolo Integrado / Descentralizado,X
12420,9060,"CPC, Lei n. 9.099/1995, CPP, CLT, Código Eleitoral e CPPM","1.003;1.023,caput;1.026,caput;1.044,§1º(CPC);42,caput;49,50,82,§1º;83,§§1ºe2º(L.9.099/1995);575;586;593,caput;598;619;640(CPP);894,capute§4º;895,caput;896,§12;897,caput;897-A,capute§3º(CLT);258;259;275,§1º;276,caput;279,caput;281,caput;282(C.Eleit.)",2018-11-27 00:00:00,,,,Tempestividade,X
9050,9045,"CPC, Lei n. 9.289/1996, CPP, CLT, Código Eleitoral, CPPM, Lei n. 9.099/1995","99, §§ 5º e 7º; 1.007; 1.023, caput (CPC); 14, II (Lei 9.289/1996); 806, § 2º (CPP); 896, § 14; 899 (CLT); 275, § 2º (Código Eleitoral); 712 (CPPM); 42; 54, parágrafo único (Lei n. 9.099/1995)",2008-09-30 15:52:00,2020-11-19 13:44:00,,,Preparo/Deserção,X
10666,9045,CPC,"997, caput",2008-09-30 15:52:00,,,,Regularidade Formal,X
13036,9045,,,2020-11-04 00:00:00,,,,Remessa Necessária ,X
12152,8826,Código de Processo Civil,304,2017-05-05 00:00:00,2018-11-23 16:13:00,,,Revisão de Tutela Antecipada,X
9192,8826,,,2008-09-30 15:52:00,2018-11-23 14:53:00,,,Tutela Provisória,X
9532,9192,CPC,"83; 300, § 1º; 337, XII; 520, IV; 521; 525, §§ 6º e 10; 559; 641, § 2º; 678, parágrafo único; 704, IV; 708, § 3º; 840, III; 917, § 6º",2008-09-30 15:52:00,2018-11-22 17:15:00,,,Caução,X
9524,9192,CPC,302,2008-09-30 15:52:00,,,,Indenização do Prejuízo,X
9196,9192,CPC,"300, § 2º",2008-09-30 15:52:00,,,,Liminar ,X
12418,9192,CPC,"304,§§ 2º a 6º",2018-11-23 00:00:00,2018-11-23 16:11:00,,,Revisão de Tutela Antecipada Antecedente,X
12417,9192,CPC,294 a 299 e 311,2018-11-23 00:00:00,,,,Tutela de Evidência,X
12416,9192,CPC,"294 a 304, § 1º e 305 a 310",2018-11-23 00:00:00,2018-11-23 16:03:00,,,Tutela de Urgência,X
1209,,,,,,,,DIREITO PROCESSUAL PENAL,X
4263,1209,,,2008-09-30 15:52:00,,,,Ação Penal,X
12027,4263,L. 9.099/95,Art. 72,2014-06-02 00:00:00,,,,Composição Civil,X
4264,4263,,,2008-09-30 15:52:00,,,,Nulidade,X
10867,4264,CF; CPC; CPPM,"93, IX; 250; 500, IV",2008-09-30 15:52:00,,,,Ausência de Fundamentação,X
10866,4264,CF; CPP; CPPM,"93, IX; 792, § 1.º; 500, IV",2008-09-30 15:52:00,,,,Ausência de Publicidade,X
10865,4264,CF; CPPM,"93, IX; 500, III e IV",2008-09-30 15:52:00,,,,Cerceamento de Defesa,X
10600,4264,CPP; CPPM,"255; 500, I",2008-09-30 15:52:00,,,,Impedimento,X
10599,4264,CPP,"564, IV",2008-09-30 15:52:00,,,,Quesitos,X
10601,4264,CPP; CPPM,"564, I; 500, I",2008-09-30 15:52:00,,,,Suspeição,X
10890,4264,CPP; CPPM,"564, III; 500, IV",2008-09-30 15:52:00,,,,Vício Formal do Julgamento,X
7935,4263,CPP,60,2008-09-30 15:52:00,,,,Perempção,X
10640,4263,CPP; CPPM,594; 527,2008-09-30 15:52:00,,,,Prisão Decorrente de Sentença Condenatória,X
