Código,Cód. Pai,Dispositivo legal,Artigo,Data de Publicação,Data de Alteração,Data de Inativação,Data de Reativação,nome,JT2G
10673,9148,Constituição Federal,"100, §§ 3º e 4º",2008-09-30 15:52:52,,,,Requisição de Pequeno Valor - RPV,X
13285,10673,,,2020-11-04 00:00:00,,,,Renúncia Parcial ,X
9484,9148,CPC,"790, I",2008-09-30 15:52:52,,,,Sucessão,X
9149,9148,,,2008-09-30 15:52:52,,,,Valor da Execução / Cálculo / Atualização,X
10685,9149,Código Civil e Lei n. 6.899/1981,389 (CC); 1º (Lei 6.889/1981),2008-09-30 15:52:52,,,,Correção Monetária,X
13542,10685,,,2020-11-04 00:00:00,,,,Taxa Referencial - TR x IPCA-E ,X
13543,10685,,,2020-11-04 00:00:00,,,,Taxa SELIC ,X
13129,9149,,,2020-11-04 00:00:00,,,,Custas / Emolumentos ,X
13190,9149,,,2020-11-04 00:00:00,,,,Imposto de Renda ,X
10684,9149,Código Civil,"389, 406 e 407",2008-09-30 15:52:52,,,,Juros,X
14070,10684,,,2020-11-18 00:00:00,,,,Fazenda Pública,X
10687,9149,Código Civil e Lei n. 9.065/1995,406 (CC); 13 (Lei 9.065/1995),2008-09-30 15:52:52,,,,Taxa SELIC,X
12940,8826,,,2020-11-04 00:00:00,,,,Mandado de Segurança ,X
12955,12940,,,2020-11-04 00:00:00,,,,Autenticação ,X
12958,12940,,,2020-11-04 00:00:00,,,,Cabimento ,X
13047,12958,,,2020-11-04 00:00:00,,,,Ação Rescisória ,X
13133,12958,,,2020-11-04 00:00:00,,,,Decisão Judicial ,X
13284,12958,,,2020-11-04 00:00:00,,,,Remessa Ex-Officio ,X
14122,12958,,,2020-12-04 00:00:00,,,,Tutela Provisória de Urgência,X
12962,12940,,,2020-11-04 00:00:00,,,,Competência ,X
12973,12940,,,2020-11-04 00:00:00,,,,Depósito Prévio de Multa Administrativa ,X
12984,12940,,,2020-11-04 00:00:00,,,,Emenda a Inicial ,X
13004,12940,,,2020-11-04 00:00:00,,,,Legitimidade - Autoridade Coatora ,X
13017,12940,,,2020-11-04 00:00:00,,,,Pedido de Liminar ,X
13019,12940,,,2020-11-04 00:00:00,,,,Penhora de Salário / Proventos ,X
13023,12940,,,2020-11-04 00:00:00,,,,Prazo Decadencial ,X
13032,12940,,,2020-11-04 00:00:00,,,,Prova Pré-constituída ,X
13035,12940,,,2020-11-04 00:00:00,,,,Reiteração ,X
13042,12940,,,2020-11-04 00:00:00,,,,Transcendência ,X
8875,8826,CPC,176 a 181,2008-09-30 15:52:52,,,,Ministério Público,X
13000,8875,,,2020-11-04 00:00:00,,,,Intimação ,X
13003,8875,,,2020-11-04 00:00:00,,,,Legitimidade ,X
13022,8875,,,2020-11-04 00:00:00,,,,Prazo / Contagem do Prazo ,X
14121,8826,,,2020-12-04 00:00:00,,,,Moratórios Comuns,X
11781,8826,,,2010-09-17 00:00:00,2022-03-23 15:01:16,,,Objetos de cartas precatórias cíveis/de ordem,X
11786,11781,CPC,"914, § 2º; 915, §§ 2º e 4º",2010-09-17 00:00:00,,,,Atos executórios,X
13045,11786,,,2020-11-04 00:00:00,,,,Ação Anulatória ,X
13150,11786,,,2020-11-04 00:00:00,,,,Embargos de Terceiro ,X
11783,11781,CPC,232,2010-09-17 00:00:00,,,,Citação,X
11785,11781,CPC,261,2010-09-17 00:00:00,,,,Diligências,X
11782,11781,CPC,232,2010-09-17 00:00:00,,,,Intimação,X
11784,11781,CPC,"453, II",2010-09-17 00:00:00,,,,Oitiva,X
8883,8826,,,2008-09-30 15:52:52,,,,Órgãos Judiciários e Auxiliares da Justiça,X
8884,8883,,,2008-09-30 15:52:52,,,,Do Juiz,X
10660,8884,CPC,144,2008-09-30 15:52:52,,,,Impedimento,X
12415,8884,CPC,139 a 143,2018-11-23 00:00:00,,,,"Poderes, Deveres e Responsabilidades do Juiz",X
10659,8884,CPC,145,2008-09-30 15:52:52,,,,Suspeição,X
8888,8883,CPC,149 a 175,2008-09-30 15:52:52,,,,Dos Auxiliares da Justiça,X
13188,8888,,,2020-11-04 00:00:00,,,,Impedimento ,X
13304,8888,,,2020-11-04 00:00:00,,,,Suspeição ,X
12941,8826,,,2020-11-04 00:00:00,,,,Penalidades Processuais ,X
12952,12941,,,2020-11-04 00:00:00,,,,Ato Atentatório à Dignidade da Justiça ,X
14071,12952,,,2020-11-19 00:00:00,2020-11-19 13:15:14,,,Ausência Injustificada de Testemunha,X
12954,12941,,,2020-11-04 00:00:00,,,,Ausência Injustificada de Testemunha ,X
12977,12941,,,2020-11-04 00:00:00,,,,Descumprimento de Obrigações de Auxiliares da Justiça ,X
14072,12941,,,2020-11-19 00:00:00,,,,Litigância de Má Fé,X
13008,12941,,,2020-11-04 00:00:00,,,,Multa do Art. 475-J do CPC ,X
13009,12941,,,2020-11-04 00:00:00,,,,Multa por Agravo Inadmissível ou Infundado ,X
13010,12941,,,2020-11-04 00:00:00,,,,Multa por Descumprimento de Ordem Judicial ,X
13011,12941,,,2020-11-04 00:00:00,,,,Multa por ED Protelatórios ,X
13012,12941,,,2020-11-04 00:00:00,,,,Multa por Improbidade Testemunhal ,X
12943,8826,,,2020-11-04 00:00:00,,,,Processo Coletivo ,X
12946,12943,,,2020-11-04 00:00:00,,,,Ação Civil Pública ,X
13070,12946,,,2020-11-04 00:00:00,,,,Astreintes ,X
13088,12946,,,2020-11-04 00:00:00,,,,Cabimento / Interesse Processual ,X
13101,12946,,,2020-11-04 00:00:00,,,,Competência Territorial ,X
13219,12946,,,2020-11-04 00:00:00,,,,Legitimidade Ativa ,X
13312,12946,,,2020-11-04 00:00:00,,,,Termo de Ajustamento de Conduta - TAC ,X
13319,12946,,,2020-11-04 00:00:00,,,,Tutela Inibitória (Obrigação de Fazer e Não Fazer) ,X
12755,12943,,,2020-07-14 00:00:00,,,,Direito Coletivo,X
12757,12755,CDC,"81,parágrafo único, II; 110 e 111",2020-07-14 00:00:00,,,,Interesses ou Direitos Coletivos em Sentido Estrito,X
12756,12755,CDC,"81, parágrafo único, I; 110 e 111",2020-07-14 00:00:00,,,,Interesses ou Direitos Difusos,X
12758,12755,CDC,"81, parágrafo único, III; 110 e 111",2020-07-14 00:00:00,,,,Interesses ou Direitos Individuais Homogêneos,X
14083,12943,,,2020-11-23 00:00:00,,,,Dissídio Coletivo (1.160),X
14084,14083,,,2020-11-23 00:00:00,,,,Comum Acordo para Ajuizamento,X
14085,14083,,,2020-11-23 00:00:00,2020-11-23 17:54:12,,,Greve,X
14088,14083,,,2020-11-23 00:00:00,2020-11-23 17:55:16,,,Honorários Advocatícios,X
14086,14083,,,2020-11-23 00:00:00,2020-11-23 17:54:24,,,Natureza Econômica,X
14087,14083,,,2020-11-23 00:00:00,2020-11-23 17:54:47,,,Natureza Jurídica,X
13007,12943,,,2020-11-04 00:00:00,,,,Mandado de Segurança Coletivo ,X
13076,13007,,,2020-11-04 00:00:00,,,,Autenticação ,X
13077,13007,,,2020-11-04 00:00:00,,,,Autoridade Coatora ,X
13087,13007,,,2020-11-04 00:00:00,,,,Cabimento ,X
13098,13007,,,2020-11-04 00:00:00,,,,Competência ,X
13151,13007,,,2020-11-04 00:00:00,,,,Emenda a Inicial ,X
13218,13007,,,2020-11-04 00:00:00,,,,Legitimidade ,X
13258,13007,,,2020-11-04 00:00:00,,,,Prazo Decadencial ,X
13271,13007,,,2020-11-04 00:00:00,,,,Prova Pré-constituída ,X
8960,8826,,,2008-09-30 15:52:52,,,,Processo e Procedimento,X
8961,8960,CPC,273 e 461,2008-09-30 15:52:52,2020-11-19 13:20:52,,,Antecipação de Tutela / Tutela Específica,X
13085,8961,,,2020-11-04 00:00:00,,,,Bloqueio / Desbloqueio de Valores ,X
13149,8961,,,2020-11-04 00:00:00,,,,Efeito Suspensivo a Recurso ,X
13180,8961,,,2020-11-04 00:00:00,,,,Greve ,X
13603,8961,,,2020-11-04 00:00:00,,,,Perda de Eficácia ,X
13605,8961,,,2020-11-04 00:00:00,,,,Plano de Saúde ,X
13609,8961,,,2020-11-04 00:00:00,,,,Reintegração de Empregado ,X
13611,8961,,,2020-11-04 00:00:00,,,,Restabelecimento de Pagamento de Vantagem Remuneratória ,X
13306,8961,,,2020-11-04 00:00:00,,,,Suspensão da Execução ,X
13348,13306,,,2020-11-04 00:00:00,,,,"Artigo 896, § 1° - A, CLT ",X
13399,13306,,,2020-11-04 00:00:00,,,,Desfundamentação ,X
8986,8960,CPC,283,2008-09-30 15:52:52,,,,Erro de Procedimento,X
13020,8960,,,2020-11-04 00:00:00,,,,Peticionamento Eletrônico ,X
13600,13020,,,2020-11-04 00:00:00,,,,E-Doc ,X
14073,13020,,,2020-11-19 00:00:00,,,,Fac-Símilie/E-mail,X
13288,13020,,,2020-11-04 00:00:00,,,,Regularidade de Apresentação de Peças ,X
13029,8960,,,2020-11-04 00:00:00,,,,Processo Judicial Eletrônico - PJe ,X
13132,13029,,,2020-11-04 00:00:00,,,,Classificação e Organização de Documentos no Sistema ,X
13318,13029,,,2020-11-04 00:00:00,,,,Conversão dos Autos Físicos em Eletrônicos - Responsabilidade ,X
13607,13029,,,2020-11-04 00:00:00,,,,Indisponibilidade do Sistema - Devolução de Prazo ,X
13210,13029,,,2020-11-04 00:00:00,,,,Intimação Via DEJT - Validade ,X
13615,13029,,,2020-11-04 00:00:00,,,,Uso de Sistema de Peticionamento Diverso - Petição Juridicamente Inexistente ,X
8990,8960,,,2008-09-30 15:52:52,,,,Provas,X
13614,8990,,,2020-11-04 00:00:00,,,,Alteração da Ordem de Produção ,X
10940,8990,CPC,385 a 388 e 442 a 463,2008-09-30 15:52:52,2011-02-01 11:30:20,,,Depoimento,X
13540,10940,,,2020-11-04 00:00:00,,,,Suspeição ,X
13613,8990,,,2020-11-04 00:00:00,,,,Documental ,X
13606,8990,,,2020-11-04 00:00:00,,,,Juntada na Fase Recursal (Fato Novo) ,X
13237,8990,,,2020-11-04 00:00:00,,,,Ônus da Prova ,X
13407,13237,,,2020-11-04 00:00:00,,,,Distribuição Dinâmica - Inversão ,X
13420,13237,,,2020-11-04 00:00:00,,,,Equiparação Salarial ,X
13432,13237,,,2020-11-04 00:00:00,,,,Férias / Gozo / Fruição ,X
13434,13237,,,2020-11-04 00:00:00,,,,FGTS ,X
14074,13237,,,2020-11-19 00:00:00,,,,Hora Extra/Intervalo,X
13555,13237,,,2020-11-04 00:00:00,,,,Trabalho Externo ,X
13559,13237,,,2020-11-04 00:00:00,,,,Vale Transporte ,X
13608,8990,,,2020-11-04 00:00:00,,,,Prova Ilícita ,X
12419,8990,CPC,369 a 384; 389 a 441 e 463 a 484,2018-11-23 00:00:00,,,,Provas em geral,X
13294,8990,,,2020-11-04 00:00:00,,,,Repetição da Prova ,X
9024,8960,CPC,344 a 346,2008-09-30 15:52:52,,,,Revelia ,X
13251,9024,,,2020-11-04 00:00:00,,,,Atraso na Audiência ,X
13256,9024,,,2020-11-04 00:00:00,,,,Confissão ,X
13282,9024,,,2020-11-04 00:00:00,,,,Pessoa Jurídica de Direito Público ,X
13039,8960,,,2020-11-04 00:00:00,,,,Ritos ,X
9026,8960,CPC,489 a 495,2008-09-30 15:52:52,,,,Vícios Formais da Sentença,X
12944,8826,,,2020-11-04 00:00:00,,,,Processo e Procedimento da Corregedoria ,X
12966,12944,,,2020-11-04 00:00:00,,,,Consulta ,X
12968,12944,,,2020-11-04 00:00:00,,,,Correição Parcial ,X
13071,12968,,,2020-11-04 00:00:00,,,,Ato Contrário à Boa Ordem Processual ,X
13072,12968,,,2020-11-04 00:00:00,,,,Ato que Importe em Atentado a Fórmulas Legais de Processo ,X
13159,12968,,,2020-11-04 00:00:00,,,,Erros / Abusos ,X
13217,12968,,,2020-11-04 00:00:00,,,,Justificado Receio de Dano Irreparável ou de Difícil Reparação ,X
13018,12944,,,2020-11-04 00:00:00,,,,Pedido de Providências ,X
13081,13018,,,2020-11-04 00:00:00,,,,BACEN JUD / Frustração da Ordem Judicial de Bloqueio ,X
13357,13081,,,2020-11-04 00:00:00,,,,Ausência de Justificativa ,X
13379,13081,,,2020-11-04 00:00:00,,,,Comprovação de Saldo Bancário ,X
13469,13081,,,2020-11-04 00:00:00,,,,Justificada Ausência de Numerário ,X
13142,13018,,,2020-11-04 00:00:00,,,,Diversos ,X
13505,13142,,,2020-11-04 00:00:00,,,,Práticas Procedimentais Contrárias aos Parâmetros Legais ,X
13033,12944,,,2020-11-04 00:00:00,,,,Reclamação Disciplinar ,X
13223,13033,,,2020-11-04 00:00:00,,,,Magistrado não Vitalício ,X
13224,13033,,,2020-11-04 00:00:00,,,,Magistrado Vitalício ,X
9045,8826,,,2008-09-30 15:52:52,2009-05-29 12:07:39,,,Recurso,X
9098,9045,"Constituição Federal, CPC, CPP, CLT, Código Eleitoral, CPPM e Lei n. 9.099/1995","102, II e III; 105, II e III (CF); 994; 1.009; 1.015; 1.021, caput; 1.022; 1.027; 1.030, I, III, V e §§ 1º e 2º; 1.035, caput e §§ 1º a 3º, 6º e 7º; 1.036, §§ 2º e 3º; 1.037, §§ 9º e 13; 1.042, caput ; 1.043 (CPC); 581; 593 , I a III; 619; 639 (CPP)",2008-09-30 15:52:52,,,,Cabimento,X
14081,9098,,,2020-11-19 00:00:00,,,,Decisão Interlocutória,X
13292,9098,,,2020-11-04 00:00:00,,,,Pressupostos Extrínsecos ,X
14075,13292,,,2020-11-19 00:00:00,,,,Preparo,X
14076,14075,,,2020-11-19 00:00:00,,,,Custas,X
14077,14075,,,2020-11-19 00:00:00,,,,Depósito,X
13524,13292,,,2020-11-04 00:00:00,,,,Regularidade de Representação ,X
13544,13292,,,2020-11-04 00:00:00,,,,Tempestividade ,X
14078,9098,,,2020-11-19 00:00:00,,,,Pressupostos Intrínsecos,X
14080,14078,,,2020-11-19 00:00:00,,,,"Artigo 896, § 1º - A, CLT",X
14079,14078,,,2020-11-19 00:00:00,,,,Desfundamentação,X
14082,9098,,,2020-11-19 00:00:00,2024-06-10 18:30:05,,,Transcendência,X
9047,9045,"CPC, CPP, CLT, Código Eleitoral, CPPM, Lei n. 9.099/1955","987, caput e § 1º; 1.012; 1.019, I; 1.026, caput; 1.029, § 5º (CPC); 584, caput; 597; 598, caput; 637; 646 (CPP); 893, § 2º; 896, § 1º ; 899, caput (CLT); 257, caput e § 2º (Código Eleitoral); 65, § 2º, 106, §§1º e 2º;194,par. único e outros (CPPM)",2008-09-30 15:52:52,,,,Efeitos,X
9060,9045,CPC,Arts. 506 a 508,2008-09-30 15:52:52,2018-11-27 16:40:47,,,Prazo,X
10669,9060,CPC,"1.017, § 2º, II",2008-09-30 15:52:52,,,,Protocolo Integrado / Descentralizado,X
12420,9060,"CPC, Lei n. 9.099/1995, CPP, CLT, Código Eleitoral e CPPM","1.003;1.023,caput;1.026,caput;1.044,§1º(CPC);42,caput;49,50,82,§1º;83,§§1ºe2º(L.9.099/1995);575;586;593,caput;598;619;640(CPP);894,capute§4º;895,caput;896,§12;897,caput;897-A,capute§3º(CLT);258;259;275,§1º;276,caput;279,caput;281,caput;282(C.Eleit.)",2018-11-27 00:00:00,,,,Tempestividade,X
13028,9045,,,2020-11-04 00:00:00,,,,Processo de Alçada ,X
13601,13028,,,2020-11-04 00:00:00,,,,Fase de Execução ,X
13264,13028,,,2020-11-04 00:00:00,,,,Procedimento Sumaríssimo ,X
10666,9045,CPC,"997, caput",2008-09-30 15:52:52,,,,Regularidade Formal,X
13036,9045,,,2020-11-04 00:00:00,,,,Remessa Necessária ,X
12152,8826,Código de Processo Civil,304,2017-05-05 00:00:00,2018-11-23 16:13:49,,,Revisão de Tutela Antecipada,X
9192,8826,,,2008-09-30 15:52:52,2018-11-23 14:53:16,,,Tutela Provisória,X
9532,9192,CPC,"83; 300, § 1º; 337, XII; 520, IV; 521; 525, §§ 6º e 10; 559; 641, § 2º; 678, parágrafo único; 704, IV; 708, § 3º; 840, III; 917, § 6º",2008-09-30 15:52:52,2018-11-22 17:15:31,,,Caução,X
9524,9192,CPC,302,2008-09-30 15:52:52,,,,Indenização do Prejuízo,X
9196,9192,CPC,"300, § 2º",2008-09-30 15:52:52,,,,Liminar ,X
12418,9192,CPC,"304,§§ 2º a 6º",2018-11-23 00:00:00,2018-11-23 16:11:12,,,Revisão de Tutela Antecipada Antecedente,X
12417,9192,CPC,294 a 299 e 311,2018-11-23 00:00:00,,,,Tutela de Evidência,X
12416,9192,CPC,"294 a 304, § 1º e 305 a 310",2018-11-23 00:00:00,2018-11-23 16:03:29,,,Tutela de Urgência,X
12467,,Portaria Conjunta CNJ e CNMP nº 1/2019,"2º, I a V",,,,,"QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO",X
12468,12467,Portaria Conjunta CNJ e CNMP nº 1/2019,"2º, I a V",2019-03-06 00:00:00,2023-03-31 17:12:50,,,Barragem em Brumadinho,X
12470,12467,Portaria Conjunta CNJ e CNMP nº 1/2019,"2º, I a V",2019-03-06 00:00:00,2023-03-31 17:14:01,,,Barragem em Mariana,X
12612,12467,Portaria Conjunta CNJ e CNMP nº 1/2019,"2º, I a V",2020-03-18 00:00:00,,,,COVID-19,X
15365,12467,"Decreto Legislativo 36/2024, de 7/5/2024 e Portaria Conjunta CNJ e CNMP nº 1/2019","1° (DL 36/2024); 2º, I a V (Portaria 1/2019)",2024-05-09 14:19:38,,,,Enchentes no Rio Grande do Sul em 2024,X
14679,12467,Portaria Conjunta CNJ e CNMP nº 1/2019,2º,2021-05-18 00:00:00,2022-06-10 16:17:03,,,Explosão da Fábrica de Fogos de Santo Antônio de Jesus/BA,X
12469,12467,Portaria CNJ e CNMP nº 1/2019,"2º, I a V",2019-03-06 00:00:00,2023-03-31 17:11:13,,,Incêndio Boate Kiss,X
12620,12467,Portaria Conjunta CNJ e CNMP nº 1/2019,,2020-03-26 00:00:00,,,,Migrantes e Refugiados,X
14125,12467,Lei 13.709/2018,1º,2021-01-18 00:00:00,2021-01-20 09:15:45,,,Proteção de Dados Pessoais (LGPD),X
