Código,Cód. Pai,Dispositivo legal,Artigo,Data de Publicação,Data de Alteração,Data de Inativação,Data de Reativação,nome,JFTNU
3621,3618,Lei 9.605/98,Art. 54 a 61,2008-09-30 15:52:00,2021-09-29 10:48:00,,,Poluição,X
14798,3621,Lei 9.605/1998,60,2021-09-29 00:00:00,,,,"Estabelecimentos, Obras ou Serviços Potencialmente Poluidores",X
14795,3621,Lei 9.605/1998,55,2021-09-29 00:00:00,,,,Mineração Ilegal,X
3638,3603,Lei 4.728/1965 e Lei 6.385/1976,73 e 74 (Lei 4.728/1965); 27-C a 27-E (Lei 6.385/1976),2008-09-30 15:52:00,,,,Crimes contra o mercado de capitais,X
3610,3603,Lei 6.538/78,Arts. 36 a 46,2008-09-30 15:52:00,,,,Crimes contra o Serviço Postal e o Serviço de Telegrama,X
3642,3603,Lei 8.666/93,Arts. 89 a 98,2008-09-30 15:52:00,,,,Crimes da Lei de licitações,X
15397,3603,Lei 13.869/2019 e Lei 14.321/2022,9º a 38 (Lei 13.869/2019); 2º (Lei 14.321/2022),2024-07-31 09:30:00,,,,Crimes de Abuso de Autoridade (Lei 13.869/2019),X
3606,3603,Lei 4.898/65,arts. 3º e 4º,2008-09-30 15:52:00,2024-07-31 09:45:00,,,Crimes de Abuso de Autoridade (Lei 4.898/1965),X
3634,3603,Lei 5.250/67,Arts. 12 a 22,2008-09-30 15:52:00,,,,Crimes de Imprensa,X
3632,3603,Lei 9.503/97,art.302 a 312,2008-09-30 15:52:00,,,,Crimes de Trânsito,X
3656,3603,Lei 4.117/62,"Arts. 56, 70, 72",2008-09-30 15:52:00,,,,Crimes do Código Brasileiro de Telecomunicações,X
3633,3603,Lei 10.826/03,Arts. 12 a 18,2008-09-30 15:52:00,,,,Crimes do Sistema Nacional de Armas,X
3661,3603,Lei 11.101/05,arts. 168 a 178,2008-09-30 15:52:00,,,,Crimes Falimentares,X
3630,3603,Lei 6.815/80,Art. 125,2008-09-30 15:52:00,,,,Crimes Previstos na Lei de Estrangeiros,X
3637,3603,ECA,228 a 244-C,2008-09-30 15:52:00,,,,Crimes Previstos no Estatuto da criança e do adolescente,X
15437,3637,ECA,231,2024-10-16 10:50:00,,,,Ausência de Comunicação Imediata de Apreensão à Autoridade Competente e/ou à Família,X
15435,3637,ECA,229,2024-10-16 10:39:00,,,,Ausência de Identificação Correta de Neonato e Parturiente e de Realização de Exames,X
15439,3637,ECA,234,2024-10-16 10:59:00,,,,Ausência de Liberação Imediata de Adolescente Ilegalmente Apreendido,X
15434,3637,ECA,228,2024-10-16 10:32:00,,,,Ausência de Registro de Atividades ou de Fornecimento de Declaração de Nascimento,X
15440,3637,ECA,235,2024-10-16 11:03:00,,,,Descumprimento de Prazo em Benefício de Adolescente Privado de Liberdade,X
15441,3637,ECA,236,2024-10-16 11:07:00,,,,"Impedimento ou Embaraçamento de Ação de Autoridade Judiciária, Conselho Tutelar ou MP (ECA)",X
15436,3637,ECA,230,2024-10-16 10:44:00,,,,Privação de Liberdade de Criança ou Adolescente,X
15453,3637,ECA,244,2024-10-16 15:33:00,,,,"Venda, Fornecimento ou Entrega de Fogos de Artifício ou de Estampido a Criança ou Adolescente",X
15438,3637,ECA,232,2024-10-16 10:55:00,,,,Vexame ou Constrangimento de Criança ou Adolescente,X
3659,3603,Lei 10.741/03,Arts. 96 a 108,2008-09-30 15:52:00,,,,Crimes Previstos no Estatuto do Idoso,X
3660,3603,Lei 6.766/79,Arts. 50 a 52,2008-09-30 15:52:00,,,,Parcelamento do solo urbano,X
3617,3603,Lei 8.429-92,Art. 19,2008-09-30 15:52:00,,,,Representação caluniosa,X
3385,287,,,2008-09-30 15:52:00,,,,Lesão Corporal,X
3386,3385,CP,"129, caput",2008-09-30 15:52:00,,,,Leve,X
5558,3385,CP,"129, § 4º",2008-09-30 15:52:00,,,,Privilegiada,X
15169,287,Provimento CNJ 135/2022,9º,2022-09-20 15:22:00,,,,Motivação Político Partidária (Provimento CNJ 135/2022),X
10620,287,CP,,2008-09-30 15:52:00,,,,Parte Geral,X
10621,10620,,,2008-09-30 15:52:00,,,,Aplicação da Pena,X
10633,10621,cp,59,2008-09-30 15:52:00,,,,Regime inicial,X
10628,10621,,,2008-09-30 15:52:00,,,,Substituição da Pena,X
10642,10620,CP,91 e 92,2008-09-30 15:52:00,,,,Efeitos da Condenação,X
10643,10642,cp,"92, I",2008-09-30 15:52:00,,,,Perda da Função Pública,X
10644,10642,cp,"45, § 3º",2008-09-30 15:52:00,,,,Perda de Bens e Valores,X
10613,10620,,,2008-09-30 15:52:00,,,,Excludentes,X
10617,10613,CP,24,2008-09-30 15:52:00,,,,Estado de Necessidade,X
10618,10613,CP,"23, III",2008-09-30 15:52:00,,,,Estrito Cumprimento do Dever Legal,X
10619,10613,CP,22,2008-09-30 15:52:00,,,,Inexigibilidade de Conduta Diversa,X
10616,10613,cp,25,2008-09-30 15:52:00,,,,Legítima Defesa,X
10622,10620,,,2008-09-30 15:52:00,,,,Extinção da Punibilidade,X
10625,10622,CF,"5º, XLIII",2008-09-30 15:52:00,,,,Anistia,X
10626,10622,Lei 7.210/1984,"66, II c/c 193",2008-09-30 15:52:00,,,,Indulto,X
10627,10622,8137/91; 9249/95,Art. 34,2008-09-30 15:52:00,,,,Pagamento ou Parcelamento do Crédito Tributário,X
10624,10622,CP,"107, IX",2008-09-30 15:52:00,,,,Perdão,X
10623,10622,CP,107,2008-09-30 15:52:00,,,,Prescrição,X
10634,10620,,,2008-09-30 15:52:00,,,,Suspensão condicional da pena,X
10612,10620,,,2008-09-30 15:52:00,,,,Tipicidade,X
10614,10612,,,2008-09-30 15:52:00,,,,Abolitio Criminis,X
10615,10612,,,2008-09-30 15:52:00,,,,Princípio da Insignificância,X
3388,287,,,2008-09-30 15:52:00,2021-05-28 14:01:00,,,Periclitação da Vida e da Saúde,X
10509,3388,CP,134,2008-09-30 15:52:00,,,,Exposição ou Abandono de Recém Nascido,X
10508,3388,CP,136,2008-09-30 15:52:00,,,,Maus Tratos,X
3392,3388,CP,135,2008-09-30 15:52:00,,,,Omissão de socorro,X
5911,3388,CP,130,2008-09-30 15:52:00,,,,Perigo de Contágio Venéreo,X
3390,3388,CP,132,2008-09-30 15:52:00,,,,Perigo para a vida ou saúde de outrem,X
3393,287,CP,137,2008-09-30 15:52:00,,,,Rixa,X
10949,287,11.340/2006,7º,2008-09-30 15:52:00,2020-12-04 17:07:00,,,Violência Doméstica Contra a Mulher,X
195,,,,,,,,DIREITO PREVIDENCIÁRIO,X
6094,195,,,2008-09-30 15:52:00,,,,Benefícios em Espécie,X
6113,6094,Lei 8.213/91; Dec. 83080/79; Dec. 89.312/84,"Art. 87, revogado pela Lei 8.870/94 e Arts. 11, § 3º e 18, §2º; art. 41 inciso V; art. 34",2008-09-30 15:52:00,,,,Abono de Permanência em Serviço (Art. 87),X
6100,6094,"Lei 8.213/91, Dec. 53.831/64, Dec. 83.080/79, Lei 2.172/97, MP 1.663/98, 9.711/98, Lei 9.528/97 e Lei 9.032/95","Arts. 57/58, , , , , , ,",2008-09-30 15:52:00,,,,Aposentadoria Especial (Art. 57/8),X
14752,6100,Lei n. 8.213/91; Lei n. 9.032/95; Decreto 53.831/64; Decreto 83.080/79; Decretos 2.172/97 e 3.089/99,"art. 57 (Lei 8.213/91); art. 57, §3º (Lei 9.032/95)",2021-07-30 00:00:00,,,,Agente Agressivo - Biológico,X
14756,6100,Lei nº 3.807; Lei nº 5.890/73; Decreto nº 53.831/64,art. 31 (Lei 3.807/60); art. 9º (Lei 5.890/73); Lei nº 8.213; art. 57 (Lei 8.213/91),2021-07-30 00:00:00,,,,Agente Agressivo - Eletricidade,X
14754,6100,Lei n. 8.213/91; Lei n. 9.032/95; Decreto 53.831/64; Decreto 83.080/79; Decretos 2.172/97 e 3.089/99,"art. 57 (Lei 8.213/91); art. 57, §3º (Lei 9.032/95)",2021-07-30 00:00:00,,,,Agente Agressivo - Poeira,X
14753,6100,Lei n. 8.213/91; Lei n. 9.032/95; Decreto 53.831/64; Decreto 83.080/79; Decretos 2.172/97 e 3.089/99,"art. 57 (Lei 8.213/91); art. 57, §3º (Lei 9.032/95)",2021-07-30 00:00:00,,,,Agente Agressivo - Químico,X
14755,6100,Norma Lei n. 8.213/91; Lei n. 9.032/95; Decreto 53.831/64; Decreto 2.172/97; 83.080/79; Decreto 4.882/2003,"art. 57 (Lei 8.213/91); art. 57, §3º (Lei 9.032/95)",2021-07-30 00:00:00,,,,Agente Agressivo - Ruído,X
14751,6100,Lei n. 8.213/91; Decreto 3.048/99,"art. 57; art. 68, §4º",2021-07-30 00:00:00,,,,Agente Cancerígeno,X
14750,6100,Lei n. 8.213/91; Lei n. 9.032/95; Decreto 53.831/64; Decreto 83.080/79; Decretos 2.172/97 e 3.089/99,"57, caput e § 3º",2021-07-30 00:00:00,,,,Frentista,X
14761,6100,"Lei n. 8.213/91, 8.398/92 e 9.528/97. EC 20/98","Art. 11, inciso VII (Lei 8.213/91) e art. 195, § 8º (CF/88)",2021-07-30 00:00:00,,,,Garimpeiro,X
14765,6100,Lei 11.520/2007,1º,2021-07-30 00:00:00,,,,Hanseníase,X
14768,6100,CF; LC 142/2013,"art. 201, §1º; art. 3º",2021-07-30 00:00:00,,,,Pessoa com Deficiência,X
14769,14768,CF; LC 142/2013,"art. 201, §1º; art. 3º, IV",2021-07-30 00:00:00,,,,Por Idade,X
14770,14768,CF; LC 142/2013,"art. 201, §1º; art. 3º",2021-07-30 00:00:00,,,,Por Tempo de Contribuição,X
14767,6100,CF; Decreto 53.831/64; EC 18/81; Lei 8.213/91,"Art. 201, §8º (CF); Art. 29 (Lei 8.213)",2021-07-30 00:00:00,,,,Professor,X
14766,6100,ADCT; Lei 7.986/89,art. 54 (ADCT) e 1º (Lei 7986/89),2021-07-30 00:00:00,,,,Seringueiro,X
14764,6100,Lei 7.070/1982,1º e 2º,2021-07-30 00:00:00,,,,Talidomida,X
14763,6100,Lei n. 8.213/91; Lei n. 9.032/95; Decreto 53.831/64; Decreto 83.080/79; Decretos 2.172/97 e 3.089/99,"art. 57; art. 57, §3º",2021-07-30 00:00:00,,,,Vigilante,X
6096,6094,Lei 8.213/91; EC 20/98,Arts. 48/51;,2008-09-30 15:52:00,,,,Aposentadoria por Idade (Art. 48/51),X
12399,6096,Leis 8.213/91 e 11.718/2008,"Art. 48, § 1º ao 4º e art. 106",2018-11-19 00:00:00,2023-09-27 16:57:00,,,Aposentadoria Híbrida (Art. 48/106),X
14762,12399,Leis 8.213/91 e 11.718/2008,"Art. 48, § 1º ao 4º e art. 106",2021-07-30 00:00:00,,,,Cômputo de Período Rural Remoto,X
6098,6096,Lei 8.213/91,"Arts. 11, I, ""a"", e III, IV, V, ""f"" e ""g"", VI e VII, 39, 48,106, 142 e 143",2008-09-30 15:52:00,2023-09-27 17:02:00,,,Aposentadoria Rural (Art. 48/51),X
6097,6096,Lei 8.213/91,"art. 11, inc. I, alínea ""a"", e incs. III, IV, alíneas ""a"" e ""b"", V, alíneas ""f"", ""g"" e ""h"" e VI e 142",2008-09-30 15:52:00,2023-09-27 17:02:00,,,Aposentadoria Urbana (Art. 48/51),X
6095,6094,Lei 8.213/91; LC 16/73; Dec. 83.080/79; Lei 9.032/95,Arts. 42/47 e 55 inc. II e 101 e 151; Art. 6º § 2º; Art. 26 II,2008-09-30 15:52:00,2022-07-01 12:01:00,,,Aposentadoria por Incapacidade Permanente,X
14771,6095,Lei 8.213/1991,45,2021-07-30 00:00:00,,,,Adicional de 25%,X
14773,6095,Lei 8.213/91; LC 16/73; Dec. 83.080/79; Lei 9.032/95,42/44,2021-07-30 00:00:00,,,,Rural (art. 42/44),X
14772,6095,Lei 8.213/91; LC 16/73; Dec. 83.080/79; Lei 9.032/95,42/44,2021-07-30 00:00:00,,,,Urbana (art. 42/44),X
10567,6094,Lei 8.213/91,Art. 44,2008-09-30 15:52:00,,,,Aposentadoria por Invalidez Acidentária,X
6118,6094,E.C. 20/98; Lei 9.876/99,Art. 1; art. 6º,2008-09-30 15:52:00,,,,Aposentadoria por Tempo de Contribuição (Art. 55/6),X
6099,6094,L 8.213/1991; 9.032/95; EC 20/98,Arts. 52/56; ;,2008-09-30 15:52:00,,,,Aposentadoria por Tempo de Serviço (Art. 52/4),X
6101,6094,Lei 8.213/91; Lei 3.807/60,Arts. 59/64 e 26; Art. 24,2008-09-30 15:52:00,2022-07-01 11:58:00,,,Auxílio por Incapacidade Temporária,X
14806,6101,Lei 8.213/1991,45,2021-09-29 00:00:00,,,,Adicional de 25%,X
14808,6101,Lei 8.213/1991,"24, 26, 59 a 64",2021-09-29 00:00:00,,,,Rural (art. 59/63),X
14809,6101,Lei 8.213/1991,60,2021-09-29 00:00:00,,,,Urbano (art. 60),X
6107,6094,Leis 8.213/91; Lei 9.032/95; Lei 9.528/97,Art. 86; ;,2008-09-30 15:52:00,,,,Auxílio-Acidente (Art. 86),X
6108,6107,Lei 6.367/76; Lei 8.213/91,art. 6º; Art. 86 inciso I,2008-09-30 15:52:00,,,,Incapacidade Laborativa Parcial,X
6109,6107,6.367/76; Lei 8.213/91,art. 6º; art. 86 inciso II,2008-09-30 15:52:00,,,,Incapacidade Laborativa Permanente,X
6110,6107,Lei 6.367/76; Lei 8.213/91,art. 6; Art. 86 inciso III,2008-09-30 15:52:00,,,,Incapacidade Laborativa Temporária,X
6111,6107,Lei 8.213/91; Decreto 3048/99,Art. 20 e 86; anexo II,2008-09-30 15:52:00,,,,Movimentos Repetitivos/Tenossinovite/LER/DORT,X
6112,6107,Decreto 3048/99,"art. 104, §5º, anexo V",2008-09-30 15:52:00,,,,Redução da Capacidade Auditiva,X
7757,6094,Lei 8.213/91; Decreto 83080/79; Decreto 89.312/84,art. 61; art. 250/269; art. 161/172,2008-09-30 15:52:00,,,,Auxílio-Doença Acidentário,X
6105,6094,Lei 8213/91; EC 20/98; Dec 3.048/99,Arts. 74 e 80; Arts. 13 e 201; Arts. 116 a 119,2008-09-30 15:52:00,,,,Auxílio-Reclusão (Art. 80),X
6116,6094,CF/88; ADCT/88; Leis 288/48; 1.756/52; 4.29763; 5.315/67; CF/67; 5.698/71; Lei 8059/90,"Arts. 178 e 197, ""c""; Art. 53; ; ; ; ; ; ; ;",2008-09-30 15:52:00,,,,Ex-combatentes,X
6115,6094,Dec-Lei 956/69; Lei 8.186/91; Decreto 83.080/79; Lei 10.478/2002,; ; art. 186; ;,2008-09-30 15:52:00,,,,Ferroviário,X
6106,6094,Lei 8.213/91; MP 381/93; Lei 8.212/91; Decreto 83.080/79; dec. 89.312/84,"Arts. 81/85, revogados pelas Leis 8.870/94 e 9.129/95 e 9.032/95, Arts. 11, § 3º e 18, §2º; ; art. 244,245,246;art. 55",2008-09-30 15:52:00,,,,Pecúlios (Art. 81/5),X
6104,6094,Lei 8.213/91,Arts. 74/79,2008-09-30 15:52:00,,,,Pensão por Morte (Art. 74/9),X
14810,6104,CF; Lei 8.213/1991,109 (CF); 16 (Lei 8.213/1991),2021-09-29 00:00:00,,,,Acidente de Trabalho,X
14811,6104,Lei 8.213/1991,16 e 74,2021-09-29 00:00:00,2021-09-29 13:06:00,,,Rural (Pensão por Morte (Art. 74/9)),X
14812,14811,Lei 8.213/1991,16 e 74,2021-09-29 00:00:00,,,,Estudante Universitário,X
14817,14811,Lei 8.213/1991,16 e 74,2021-09-29 00:00:00,,,,Filho Maior e Inválido,X
14813,14811,Lei 8.213/1991,16 e 74,2021-09-29 00:00:00,,,,Menor sob Guarda,X
14824,14811,Lei 8.213/1991,16 e 74,2021-09-29 00:00:00,,,,Óbito de Companheiro/Companheira,X
14815,14811,Lei 8.213/1991,16 e 74,2021-09-29 00:00:00,2021-09-29 13:19:00,,,Óbito de Cônjuge,X
14816,14811,Lei 8.213/1991,16 e 74,2021-09-29 00:00:00,,,,Óbito de Filho/Filha,X
14814,14811,Lei 8.213/1991,16 e 74,2021-09-29 00:00:00,,,,Óbito de Pai/Mãe,X
14818,6104,Lei 8.213/1991,16 e 74,2021-09-29 00:00:00,,,,Urbana (Pensão por Morte (Art. 74/9)),X
14819,14818,Lei 8.213/1991,16 e 74,2021-09-29 00:00:00,,,,Estudante Universitário,X
14826,14818,Lei 8.213/1991,16 e 74,2021-09-29 00:00:00,,,,Filho Maior e Inválido,X
14820,14818,Lei 8.213/1991,16 e 74,2021-09-29 00:00:00,,,,Menor sob Guarda,X
14823,14818,Lei 8.213/1991,16 e 74,2021-09-29 00:00:00,,,,Óbito de Companheiro/Companheira,X
14822,14818,Lei 8.213/1991,16 e 74,2021-09-29 00:00:00,,,,Óbito de Cônjuge,X
14825,14818,Lei 8.213/1991,16 e 74,2021-09-29 00:00:00,,,,Óbito de Filho/Filha,X
14821,14818,Lei 8.213/1991,16 e 74,2021-09-29 00:00:00,,,,Óbito de Pai/Mãe,X
6117,6094,CLPS; 8.742/93; Lei 9.528/97; Lei 8.213/91; Leis 6.179/13; 6.174/74,Arts. 63 e 70; art. 40; Art. 15; Art. 139; ;,2008-09-30 15:52:00,,,,Renda Mensal Vitalícia,X
6102,6094,"Leis 8.213/91, 7.789/89, 4.266/63, Dec. 53.153/63","Arts. 65/70, Art. 3º, , ,",2008-09-30 15:52:00,,,,Salário-Família (Art. 65/70),X
6103,6094,Leis 8.213/91; 8.861/94; 9.876/99,"Arts.25 III, 26 VI, 39 § único, 71/73; ; ;",2008-09-30 15:52:00,,,,Salário-Maternidade (Art. 71/73),X
14827,6103,Lei 8.213/1991 e Lei 8.861/1994,"71-B, § 2º, IV",2021-09-29 00:00:00,,,,Rural,X
14828,6103,Lei 8.213/1991; Lei 8.861/1994; Lei 9.876/1999,"71-B, § 2º, IV",2021-09-29 00:00:00,,,,Urbano,X
14831,14828,Lei 8.213/1991; Lei 8.861/1994; Lei Lei 9.876/1999,"71-B, § 2º, III",2021-09-29 00:00:00,,,,Contribuinte Individual ou Segurada Desempregada,X
14830,14828,Lei 8.212/1991; Lei 8.861/1994; Lei 9.876/1999,"26, VI e 71-B, § 2º, II",2021-09-29 00:00:00,,,,Empregada Doméstica,X
14829,14828,Lei 8.213/1991; Lei 8.861/1994; Lei 9.876/1999,"26, VI e 71-B, § 2º, I",2021-09-29 00:00:00,,,,Trabalhadora Avulsa,X
12216,6094,Lei 10.779/2003,1º,2018-06-25 00:00:00,,,,Seguro-defeso ao pescado artesanal profissional,X
6160,195,,,2008-09-30 15:52:00,,,,Disposições Diversas Relativas às Prestações,X
6165,6160,Dec. 83.080/79; Dec. 89.312/84; Decreto 611/92; Decreto 3.04899; Lei 8.213 /91,"Art. 39; art. 21; art. 32; Art. 34 e 98; artigo 11 §2º, art.32 I, II III, 96 III",2008-09-30 15:52:00,,,,Atividade concomitante,X
6162,6160,Lei 8213/91;MPR-1523-9/97 convertida na Lei-9528/97; MPR-1663-15 convertida na Lei-9711/98,art. 103A; ; ;,2008-09-30 15:52:00,,,,Decadência/Prescrição,X
6164,6160,Lei 8.213/91,art. 78,2008-09-30 15:52:00,,,,Declaração de Ausência,X
6167,6160,Lei 8.213/91; Decreto 3048,art. 116; art. 155,2008-09-30 15:52:00,,,,Demonstrativo das importâncias pagas,X
6161,6160,Lei 8213/91; Dec-357/91,art. 89 a 93; art. 212,2008-09-30 15:52:00,,,,Habilitação e Reabilitação Profissional,X
6171,6160,Lei 8.213/91; Decreto 3048/99,art. 16; art. 22,2008-09-30 15:52:00,,,,Inclusão de Dependente,X
6169,6160,Lei 8.213/91; Lei 10.666/03; E.C. 20/98,art.48; ; art. 9º,2008-09-30 15:52:00,,,,Limite Mínimo de Idade,X
6170,6160,Lei 8.213/91; Decreto 3048/99; Lei 10.666/03,art. 15; art. 13;,2008-09-30 15:52:00,,,,Perda da qualidade de segurado,X
6168,6160,Lei 8.213/91; Lei 10.666/2003,art. 24 e 142;,2008-09-30 15:52:00,,,,Períodos de Carência,X
6172,6160,E.C. 20/98,art. 9º §1º e inciso II,2008-09-30 15:52:00,,,,"Regra de Transição para Aposentadoria - ""Pedágio""",X
6166,6160,Lei 8213/91; Lei 9032/95.,"art. 11, §3º e 18, §2º;",2008-09-30 15:52:00,,,,Renúncia ao benefício,X
6173,195,,,2008-09-30 15:52:00,,,,Pedidos Genéricos Relativos aos Benefícios em Espécie,X
6177,6173,Lei 8213/91,arts. 24 a 86,2008-09-30 15:52:00,,,,Concessão,X
6179,6173,Lei 8213/91,"arts. 16, 26, 74",2008-09-30 15:52:00,,,,Conversão,X
6175,6173,Lei 8.213/91; Lei 9032/95,"art. 86 §2º, art. 124 inciso I, II, III, IV, V e VI, § único, art. 124;",2008-09-30 15:52:00,,,,Cumulação,X
6174,6173,Lei 8.213/91,"art. 49, 54, 57 §2º, 60, 74",2008-09-30 15:52:00,,,,Data de Início de Benefício (DIB),X
14832,6173,Lei 8.213/1991,115,2021-09-29 00:00:00,,,,Descontos Indevidos,X
6176,6173,Lei 8.213/91,art. 103 e 112,2008-09-30 15:52:00,,,,Parcelas de benefício não pagas,X
6178,6173,Lei 8213/91,"art. 77, II, §2º",2008-09-30 15:52:00,,,,Restabelecimento,X
14833,6173,Lei 8.213/1991,"115, 120 e 121",2021-09-29 00:00:00,,,,Restituição ao Erário,X
14835,14833,Lei 8.213/1991,20 e 21,2021-09-29 00:00:00,,,,Ação Regressiva,X
14834,14833,Lei 8.213/1991,115,2021-09-29 00:00:00,,,,Valores Antecipados na Tutela Posteriormente Revogada,X
6119,195,,,2008-09-30 15:52:00,,,,"RMI - Renda Mensal Inicial, Reajustes e Revisões Específicas",X
6138,6119,,,2008-09-30 15:52:00,2021-09-29 14:06:00,,,Reajustes e Revisões Específicos,X
6153,6138,Lei 8213/91; Lei 8178/91,art. 146; alínea b do § 6° do art. 9°,2008-09-30 15:52:00,,,,Abono da Lei 8.178/91,X
6147,6138,Lei 8213/91,art.29B,2008-09-30 15:52:00,,,,Aplicação de coeficiente de cálculo diverso do fixado na Lei n.º 8.213/91,X
6151,6138,Lei 8.213/91,art. 144,2008-09-30 15:52:00,,,,Art. 144 da Lei 8.213/91 e/ou diferenças decorrentes,X
6140,6138,CF/88; ADCT,; art.58,2008-09-30 15:52:00,,,,Art. 58 ADCT da CF/88,X
6158,6138,Lei 6.899/81,,2008-09-30 15:52:00,,,,Correção Monetária de Benefício pago com atraso,X
6157,6138,Súmula 71 - extinto TFR,,2008-09-30 15:52:00,,,,Correção Monetária pela Súmula 71 TFR,X
6155,6138,Dec-Lei 1910/81; Lei 6439/77; Lei 7.485/86,art. 2º ; ;,2008-09-30 15:52:00,,,,Desconto do DL 1.910/81,X
6156,6138,Lei 8213/91; Dec. 3.048/99; Dec. 2.172/97,"art. 115; art. 154, II, § 3º; art. 227, II, § 3º",2008-09-30 15:52:00,,,,Descontos dos benefícios,X
6143,6138,Lei 6.899/81,art. 1º,2008-09-30 15:52:00,,,,Expurgos inflacionários sobre os benefícios,X
6152,6138,CF/88; Lei 8.114/90,art. 201 § 6º; art. 5º,2008-09-30 15:52:00,,,,"Gratificação Natalina a partir da CF/88 (Art. 201, § 6º CF/88)",X
6154,6138,Lei 8222/91,"art. 10, II",2008-09-30 15:52:00,,,,"Índice de 4,02% da Lei 8.222/91",X
6142,6138,Lei 8213/91; Medida Provisória nº 316/2006; Lei 11.430/2006,art. 41-A,2008-09-30 15:52:00,,,,Manutenção do Benefício pela equivalência salarial,X
6146,6138,Lei 8213/91; MP 1.415/96,Art. 41 §9º;,2008-09-30 15:52:00,,,,Reajustamento pelo IGP-DI,X
6150,6138,MP 1.415/96,art. 8º §3º,2008-09-30 15:52:00,,,,Reajustamento pelo INPC,X
6148,6138,Lei 8.213/91; MPs 637/94; 679/94; 728/94; 782/94; 848/95; 908/95; 951/95; 976/95; 1002/95; Lei 9.063/95,art. 41 inciso II; ; ; ; ; ; ; ; ; ;,2008-09-30 15:52:00,,,,Reajuste aplicado ao salário mínimo em setembro/94,X
6159,6138,CF 88; Portaria 714/93,art. 201 §5º ; art. 1º,2008-09-30 15:52:00,,,,Reajuste conforme Portaria MPAS 714/1993,X
6145,6138,Decreto 357/91,art. 276,2008-09-30 15:52:00,,,,Reajuste de 147%,X
6139,6138,Lei 6708/79; Dec-Lei 2171/84; Lei 7.604/87,;art. 2º; art. 2º,2008-09-30 15:52:00,,,,Reajuste pela Súmula 260 do TFR,X
6144,6138,Lei 7789/89,art. 1º,2008-09-30 15:52:00,,,,"Salário Mínimo de Ncz$ 120,00 para junho/89",X
6149,6138,Lei 8.880/94,"Art. 20, inc. I",2008-09-30 15:52:00,,,,Sistemática de conversão dos benefícios previdenciários em URVs,X
11945,6149,Lei 8.880/94,"Art. 21, § 3º",2012-07-31 00:00:00,,,,"Revisão do valor do benefício no primeiro reajuste após a concessão (Art. 21, § 3º, da Lei 8.880/1994)",X
6141,6138,Dec-Lei 2.351/87,art. 2º,2008-09-30 15:52:00,,,,Utilização do PNS no Reajuste de Benefícios,X
15222,6119,Leis nº 8.213/1991 e 9.876/199,29 (Lei nº 8.213/1991); 3º (Lei nº 9.876/1999),2023-06-15 14:09:00,,,,Revisão da Vida Toda (Tema 1102 de Repercussão Geral),X
6120,6119,,,2008-09-30 15:52:00,,,,RMI - Renda Mensal Inicial,X
6134,6120,Leis 8.213/1991; L 9.032/1995,art. 75;,2008-09-30 15:52:00,,,,Alteração do coeficiente de cálculo de pensão,X
6135,6120,Leis 8.213/1991; 9.032/1995,"art. 44, art. 57§1º;",2008-09-30 15:52:00,,,,Alteração do coeficiente de cálculo do benefício,X
11944,6120,EC 20/1998 e EC 41/2003,Art. 14 (EC 20/1998). Art. 5º (EC 41/2003),2012-07-31 00:00:00,,,,Alteração do teto máximo para o valor do benefício previdenciário do RGPS (EC 20 e 41),X
11941,6120,Lei 8.870/94,Art. 26,2012-07-31 00:00:00,,,,Art. 26 da Lei 8.870/1994,X
11943,6120,Lei 8.213/1991,"Art. 29, II",2012-07-31 00:00:00,,,,"Art. 29, II, da Lei 8.213/1991",X
11942,6120,Lei 8.213/1991,"Art. 29, § 5.º",2012-07-31 00:00:00,,,,"Art. 29, § 5º, da Lei 8.213/1991",X
6126,6120,"CF/88; 8.212/91; 8.213/91; Lei 3.807/60 (LOPS), Dec-Lei 66/66; Leis 5.890/73; 7.787/89; 8.870/94; 8.880/94","Art. 201, §2º; art. 28 §5º; Arts. 29, §2º e 33; ; ; ;",2008-09-30 15:52:00,,,,"Benefício mínimo a partir da CF/88 (art. 201, § 2º CF/88)",X
14837,6120,Lei 8.213/1991; Lei 9.876/1999,29 (Lei 8.213/1991); 3º (Lei 9.876/1999),2021-09-29 00:00:00,,,,"Cálculo do Benefício com Base na Regra Definitiva Prevista no Art. 29 da Lei 8.213/1991, Quando Mais Favorável que a Regra de Transição Contida no Art. 3º da Lei 9.876/1999",X
6132,6120,Lei 9876/99,art. 6ª,2008-09-30 15:52:00,,,,Cálculo do Benefício de acordo com a Sistemática anterior à Lei 9.876/99,X
6136,6120,Lei 8.213/91,"art. 29, § 6º",2008-09-30 15:52:00,,,,Cálculo do benefício de segurado especial de acordo com a Lei 9.876/99,X
6137,6120,Lei 8.213/91; Lei 9.876/99,art. 29 inc. I;,2008-09-30 15:52:00,,,,Cálculo do fator previdenciário - Lei 9.876/99,X
6131,6120,Lei 5890/73; Lei 6332/76;Decreto 83.081/79; Decreto 90.817/86; Decreto 72.771/73; Lei 8.212; Súmula 50 TRF4ªR.,"art.13; art. 6o, art. 43 e 53 §2º; ; art. 233; art. 29",2008-09-30 15:52:00,,,,Contribuição sobre vinte salários mínimos,X
