Código,Cód. Pai,Dispositivo legal,Artigo,Data de Publicação,Data de Alteração,Data de Inativação,Data de Reativação,nome,JF1G
10375,10370,CF,"37, II",2008-09-30 15:52:52,,,,Prova de Títulos,X
11904,10370,,,2012-06-06 00:00:00,,,,Prova Objetiva,X
11907,10370,,,2012-06-06 00:00:00,,,,Prova Oral,X
11906,10370,,,2012-06-06 00:00:00,,,,Prova Prática-Sentença,X
11905,10370,,,2012-06-06 00:00:00,,,,Prova Subjetiva,X
11908,10370,,,2012-06-06 00:00:00,,,,Reserva de Vagas,X
10371,10370,"CF, Lei 8112/90","CF, art. 37, VIII; Lei 8112/90, art. 5º, § 2º",2008-09-30 15:52:52,2022-11-29 15:41:10,,,Reserva de Vagas para Pessoas com Deficiência,X
11803,9985,,,2011-10-04 00:00:00,,,,CONSELHOS,X
11833,11803,,,2011-10-05 00:00:00,,,,Conselho da Comunidade,X
11835,11803,,,2011-10-05 00:00:00,,,,Conselho de Direitos da Criança e Adolescente,X
11832,11803,,,2011-10-05 00:00:00,,,,Conselho do Idoso,X
11834,11803,,,2011-10-05 00:00:00,,,,Conselho sobre Drogas,X
10421,9985,,,2008-09-30 15:52:52,,,,Contratos Administrativos,X
10423,10421,Lei 8.666/93,59,2008-09-30 15:52:52,,,,Anulação,X
10430,10421,Lei 8.666/93,"art. 57, § 1º, I a II, art. 58, § 2º",2008-09-30 15:52:52,,,,Equilíbrio Financeiro,X
10429,10421,Lei 8.666/93,arts.66 a 76,2008-09-30 15:52:52,,,,Execução Contratual,X
12770,10421,XIII Encontro Nacional do Poder Judiciário,Meta 12,2020-07-15 00:00:00,,,,Obras Públicas,X
10422,10421,Lei 8.666/93,"art. 78, XV",2008-09-30 15:52:52,,,,Pagamento Atrasado / Correção Monetária,X
10428,10421,Lei 8.666/93,"arts. 80 a 83, 86 a 88.",2008-09-30 15:52:52,,,,Penalidades,X
10426,10421,Lei 8.666/93,"art. 57, §§ 1º, 2º, 4º",2008-09-30 15:52:52,,,,Prorrogação,X
10425,10421,Lei 8.666/93,"art. 58, II, art.78 a 79",2008-09-30 15:52:52,,,,Rescisão,X
10424,10421,Lei 8.666/93,"art. 78, XIV, XV",2008-09-30 15:52:52,,,,Suspensão,X
10427,10421,Lei 8.666/93,"arts. 60, 65, § 6º",2008-09-30 15:52:52,,,,Termo Aditivo,X
11831,9985,,,2011-10-05 00:00:00,,,,Controle Externo da atividade policial,X
10394,9985,,,2008-09-30 15:52:52,,,,Dívida Ativa não-tributária,X
14913,10394,Lei 10.522/2002,2º,2021-09-30 00:00:00,,,,Cadastro de Indadimplentes - CADIN,X
10402,10394,Lei 10406/02,art. 286 a 298,2008-09-30 15:52:52,,,,Cessão de créditos não-tributários,X
14127,10402,"Norma Lei 9.138/1995, MP 2.196-1/200",,2021-01-18 00:00:00,,,,Crédito Rural,X
14128,10394,"Lei 6.830/1980, Lei 4.320/1964",,2021-01-18 00:00:00,,,,FGTS,X
10395,10394,Lei 4320/64,"art. 39, §§ 3º e 4º",2008-09-30 15:52:52,,,,Multas e demais Sanções,X
10396,10395,,,2008-09-30 15:52:52,,,,Ambiental,X
14914,10395,Lei 4.320/1964,39,2021-09-30 00:00:00,,,,Contrato Administrativo,X
10398,10395,,,2008-09-30 15:52:52,,,,Metrológica,X
10399,10395,,,2008-09-30 15:52:52,,,,Profissional,X
10397,10395,,,2008-09-30 15:52:52,,,,Sanitárias,X
10400,10395,,,2008-09-30 15:52:52,,,,Segurança e/ou Medicina do Trabalho,X
10401,10394,Lei 4320/64,"Art. 39, § 2º",2008-09-30 15:52:52,,,,Taxa de Ocupação / Laudêmio / Foro,X
10182,9985,,,2008-09-30 15:52:52,,,,Dívida Pública Mobiliária,X
10183,10182,DL 263/67,art. 1º a 11,2008-09-30 15:52:52,,,,Apólices da Dívida Pública,X
10185,10182,,,2008-09-30 15:52:52,,,,Títulos da Dívida Agrária,X
10184,10182,LC 101/2000,"Arts. 29, II, 34, 36, pár. Único, 39, §4º, 43, § 2º, I",2008-09-30 15:52:52,,,,Títulos da Dívida Pública,X
10088,9985,,,2008-09-30 15:52:52,,,,Domínio Público,X
10089,10088,,,2008-09-30 15:52:52,,,,Bens Públicos,X
10095,10089,Lei 9433/97,art. 1º e segs.,2008-09-30 15:52:52,,,,Águas Públicas,X
10096,10089,CPC,"art. 461, § 5º",2008-09-30 15:52:52,,,,Bloqueio de Valores de Contas Públicas,X
10093,10089,,,2008-09-30 15:52:52,,,,Foro / Laudêmio,X
10090,10089,Dl 9.760/1946,64,2008-09-30 15:52:52,,,,Locação / Permissão / Concessão / Autorização / Cessão de Uso,X
10092,10089,Lei 9636/98,art. 7º,2008-09-30 15:52:52,,,,Taxa de Ocupação,X
10094,10089,,,2008-09-30 15:52:52,,,,Terras Devolutas,X
10091,10089,,,2008-09-30 15:52:52,,,,Terreno de Marinha,X
11870,10089,,,2011-10-05 00:00:00,,,,Utilização de bens públicos,X
10107,10088,,,2008-09-30 15:52:52,,,,Espaço Aéreo,X
10097,10088,,,2008-09-30 15:52:52,,,,Imóvel Funcional,X
10098,10097,,,2008-09-30 15:52:52,,,,Alienação,X
10099,10097,,,2008-09-30 15:52:52,,,,Ocupação,X
10100,10097,,,2008-09-30 15:52:52,,,,Reintegração de Posse,X
10101,10097,,,2008-09-30 15:52:52,,,,Taxa de Ocupação,X
10108,10088,CF,216,2008-09-30 15:52:52,,,,Patrimônio Histórico / Tombamento,X
10131,10088,Lei 9491/97; leis estaduais,art. 1º e segs.,2008-09-30 15:52:52,,,,Privatização,X
10106,10088,Dl 227/1967,,2008-09-30 15:52:52,,,,Recursos Minerais,X
14129,10106,Lei 7.9908/1989,6º,2021-01-18 00:00:00,,,,Compensação Financeira pela Exploração de Recursos Minerais (CFEM),X
10102,10088,,,2008-09-30 15:52:52,,,,Terras Indígenas,X
10105,10102,,,2008-09-30 15:52:52,,,,Demarcação,X
10104,10102,,,2008-09-30 15:52:52,,,,Restituição de área - FUNAI,X
10103,10102,CR1988,"20, XI",2008-09-30 15:52:52,,,,Terreno Aldeado,X
10409,9985,CF,37,2008-09-30 15:52:52,,,,Empregado Público / Temporário,X
10411,10409,CF,37,2008-09-30 15:52:52,,,,Admissão / Permanência / Despedida,X
10410,10409,Lei 8745/93 e Lei 9849/99,arts. 1º e segs.,2008-09-30 15:52:52,,,,Contrato Temporário de Mão de Obra L 8.745/1993,X
9986,9985,,,2008-09-30 15:52:52,,,,Garantias Constitucionais,X
11848,9986,CRFB,"23, VIII; 200, VI; 208, VII; 212, § 4º e 227",2011-10-05 00:00:00,,,,Alimentação,X
9988,9986,,,2008-09-30 15:52:52,,,,Anistia Política,X
11847,9986,,,2011-10-05 00:00:00,2014-02-18 10:20:19,,,Assistência Social,X
11845,9986,,,2011-10-05 00:00:00,,,,Comunicação Social,X
15184,9986,Constituição Federal,"5º, XIV",2022-11-25 16:26:12,,,,Direito de Acesso à Informação,X
9989,9986,,,2008-09-30 15:52:52,,,,Direitos Indígenas,X
9990,9986,CF,34,2008-09-30 15:52:52,,,,Intervenção em Estado / Município,X
11844,9986,,,2011-10-05 00:00:00,,,,Minorias Étnicas,X
11846,9986,,,2011-10-05 00:00:00,,,,Moradia,X
11849,9986,,,2011-10-05 00:00:00,,,,Não Discriminação,X
11842,9986,,,2011-10-05 00:00:00,,,,Pessoa Idosa,X
11843,9986,,,2011-10-05 00:00:00,,,,Pessoas com deficiência,X
10587,9986,,,2008-09-30 15:52:52,,,,Proteção da Intimidade e Sigilo de Dados,X
14130,9986,Constituição Federal,,2021-01-18 00:00:00,,,,Sistema Prisional,X
10120,9985,,,2008-09-30 15:52:52,,,,Intervenção do Estado na Propriedade,X
10121,10120,CF,"art. 5º, XXIV",2008-09-30 15:52:52,,,,Desapropriação,X
10134,10120,L 10.251/2001,8º e segs.,2008-09-30 15:52:52,,,,Desapropriação de Imóvel Urbano,X
10125,10120,DL 3365/41,10,2008-09-30 15:52:52,,,,Desapropriação Indireta,X
12031,10120,Dec. 4887/2003,13,2014-07-16 00:00:00,,,,Desapropriação para Regularização de Comunidade Quilombola / Dec. 4887/2003,X
10123,10120,Lei 4132/62,art. 1º e segs.,2008-09-30 15:52:52,,,,Desapropriação por Interesse Social Comum / L 4.132/1962,X
10124,10120,CF1988; LC 76/1993,184,2008-09-30 15:52:52,,,,Desapropriação por Interesse Social para Reforma Agrária,X
10122,10120,DL 3365/41,"art. 1º, 2º, 5º",2008-09-30 15:52:52,,,,Desapropriação por Utilidade Pública / DL 3.365/1941,X
10133,10120,L 10.257/2001 Estatuto das Cidades,25 a 27,2008-09-30 15:52:52,,,,Direito de Preempção,X
10130,10120,CF,"170, III",2008-09-30 15:52:52,,,,Limitação Administrativa,X
10129,10120,DL 3365/41,35,2008-09-30 15:52:52,,,,Ocupação Temporária,X
10135,10120,CF1988,"5º, XXV",2008-09-30 15:52:52,,,,Requisição de Bem Particular,X
10132,10120,,,2008-09-30 15:52:52,,,,Restituição de área,X
10126,10120,Lei 10406/02,Art. 519,2008-09-30 15:52:52,,,,Retrocessão,X
10128,10120,DL 3365/41,art. 40,2008-09-30 15:52:52,,,,Servidão Administrativa,X
10127,10120,DL 3365/41,art. 7º,2008-09-30 15:52:52,,,,Vistoria,X
10136,9985,,,2008-09-30 15:52:52,,,,Intervenção no Domínio Econômico,X
11871,10136,,,2011-10-05 00:00:00,,,,Agências/órgãos de regulação,X
10139,10136,,,2008-09-30 15:52:52,,,,Controle de Abastecimento,X
10138,10136,,,2008-09-30 15:52:52,,,,Controle de Preços,X
10154,10136,,,2008-09-30 15:52:52,,,,Expurgos Inflacionários / Planos Econômicos,X
10155,10154,L 8.024/1990,,2008-09-30 15:52:52,,,,Cruzados Novos / Bloqueio,X
10156,10154,,,2008-09-30 15:52:52,2008-09-30 15:52:52,,,Poupança,X
10140,10136,,,2008-09-30 15:52:52,,,,Importações,X
10141,10140,,,2008-09-30 15:52:52,,,,Desembaraço Aduaneiro,X
10142,10140,,,2008-09-30 15:52:52,,,,Regime ou Certificado de Origem MERCOSUL,X
10143,10140,,,2008-09-30 15:52:52,,,,Veículo de Turista Comunitário MERCOSUL,X
10144,10136,,,2008-09-30 15:52:52,,,,Incentivo,X
10145,10144,,,2008-09-30 15:52:52,,,,PROAGRO,X
10153,10136,,,2008-09-30 15:52:52,,,,Moeda Estrangeira,X
10137,10136,,,2008-09-30 15:52:52,,,,Política de Preço Mínimo,X
10146,10136,,,2008-09-30 15:52:52,,,,Proteção à Livre Concorrência,X
10149,10146,L 8.884/1994,,2008-09-30 15:52:52,,,,Acordo de Exclusividade,X
10151,10146,L 8.884/1994,54,2008-09-30 15:52:52,,,,Atos de Concentração,X
10150,10146,L 8.884/1994,,2008-09-30 15:52:52,,,,Cartel,X
10148,10146,L 8.884/1994,,2008-09-30 15:52:52,,,,Preços Predatórios,X
10147,10146,L 8.884/1994,,2008-09-30 15:52:52,,,,Venda Casada,X
14202,9985,"Lei 13,709/2018",1º,2021-01-20 00:00:00,,,,Lei Geral de Proteção de Dados (LGPD),X
14204,14202,Lei 13.709/2018,1º,2021-01-20 00:00:00,,,,Privacidade,X
14203,14202,Lei 13.709/2018,1º,2021-01-20 00:00:00,,,,Proteção de Dados Pessoais,X
10385,9985,L 8.666/1993,,2008-09-30 15:52:52,,,,Licitações ,X
10393,10385,Lei 8666/93,"art. 43, VI",2008-09-30 15:52:52,,,,Adjudicação,X
10392,10385,L 8.666/1993,"24, XXVI; 116 e segs.",2008-09-30 15:52:52,,,,Convênio,X
14131,10385,Lei 8.666/1993,24,2021-01-18 00:00:00,,,,Dispensa,X
10388,10385,Lei 8.666/93,21,2008-09-30 15:52:52,,,,Edital,X
10387,10385,L 8.666/1993,art. 27 a 53,2008-09-30 15:52:52,,,,Habilitação / Registro Cadastral / Julgamento / Homologação,X
14132,10385,Lei 8.666/1993,25,2021-01-18 00:00:00,,,,Inexigibilidade,X
10386,10385,Lei 8.666/93,art. 20 a 26,2008-09-30 15:52:52,2021-01-18 10:11:23,,,Modalidade / Limite,X
14133,10386,Lei 8.666/1993,"22, I",2021-01-18 00:00:00,,,,Concorrência,X
14136,10386,Lei 8.666/1993,"22, IV",2021-01-18 00:00:00,,,,Concurso,X
14135,10386,Lei 8.666/1993,"22, III",2021-01-18 00:00:00,,,,Convite,X
14137,10386,Lei 8.666/1993,"22, V",2021-01-18 00:00:00,,,,Leilão,X
14138,10386,Lei 10.520/2002,1 e seguintes,2021-01-18 00:00:00,,,,Pregão,X
14140,14138,Decreto 5.450/2005,1 e seguintes,2021-01-18 00:00:00,,,,Eletrônico,X
14139,14138,Lei 10.520/2002,1 e seguintes,2021-01-18 00:00:00,,,,Presencial,X
14134,10386,Lei 8.666/1993,"22, II",2021-01-18 00:00:00,,,,Tomada de Preço,X
10391,10385,Lei 8.666/93,109,2008-09-30 15:52:52,,,,Recursos Administrativos,X
10389,10385,Lei 8.666/93,49,2008-09-30 15:52:52,,,,Revogação,X
10390,10385,Lei 8.666/93,art. 86 a 88,2008-09-30 15:52:52,,,,Sanções Administrativas,X
10324,9985,,,2008-09-30 15:52:52,,,,Militar,X
10359,10324,,,2008-09-30 15:52:52,,,,Pensão,X
10360,10359,Lei 3.765/60; Lei 6880/80,Art. 7º ; Art. 71,2008-09-30 15:52:52,,,,Concessão,X
10362,10359,Lei 3.765/60,art. 1º a 24,2008-09-30 15:52:52,,,,Provisória,X
10361,10359,Lei 6.880/80.,art. 71,2008-09-30 15:52:52,,,,Restabelecimento,X
10363,10324,,,2008-09-30 15:52:52,,,,Processo Administrativo Disciplinar / Sindicância,X
10364,10363,L 6.880/1980; D 4.346/2002,"47, § 1º; 25 e 27",2008-09-30 15:52:52,,,,Advertência / Repreensão,X
10365,10363,L 6.880/1980; D 4.346/2002,"47; 26, 28, 29 e 30",2008-09-30 15:52:52,,,,Impedimento / Detenção / Prisão,X
10366,10363,L 6.880/1980; D 4.346/2002,47; 32,2008-09-30 15:52:52,,,,Licenciamento / Exclusão,X
10512,10363,,,2008-09-30 15:52:52,,,,Responsabilidade Civil do Militar - Indenização ao Erário,X
10367,10363,Lei 6880 de 1980,"82, XI",2008-09-30 15:52:52,,,,Suspensão,X
10342,10324,,,2008-09-30 15:52:52,,,,"Reajuste de Remuneração, Soldo, Proventos ou Pensão",X
10347,10342,,,2008-09-30 15:52:52,,,,Índice da URP abril e maio/1988 DL 2.425/1988,X
10344,10342,,,2008-09-30 15:52:52,,,,Índice da URV Lei 8.880/1994,X
10343,10342,,,2008-09-30 15:52:52,,,,"Índice de 28,86% LL 8.622/1993 e 8.627/1993",X
10346,10342,,,2008-09-30 15:52:52,,,,"Índice de 84,32% IPC março/1990",X
10345,10342,,,2008-09-30 15:52:52,,,,Índice do IPC junho/1987,X
10325,10324,,,2008-09-30 15:52:52,,,,Regime,X
10331,10325,CR1988; L 6.880/1980,"14, § 8º, II, 142, § 3º, III; 81 e 82",2008-09-30 15:52:52,,,,"Adidos, Agregados e Adjuntos",X
10330,10325,Lei nº 10.559/02,,2008-09-30 15:52:52,,,,Anistia Política,X
10336,10325,Lei 6880/80,art. 10 a 13,2008-09-30 15:52:52,,,,Corpo Feminino,X
10327,10325,Lei 6880/80,art. 114,2008-09-30 15:52:52,,,,Curso de Formação,X
10329,10325,Lei 6.880/80,"50, IV, a",2008-09-30 15:52:52,,,,Estabilidade,X
10333,10325,Lei nº 5.315/67,,2008-09-30 15:52:52,,,,Ex-combatentes,X
10326,10325,L 6.880/1980,10 a 13,2008-09-30 15:52:52,,,,Ingresso e Concurso,X
10334,10325,Lei 6.880/80,"50, inciso IV, alínea ""m"" ; 59 a 62",2008-09-30 15:52:52,,,,Promoção,X
10328,10325,Lei 6880/80; CF,"art. 112; art 125, §4º",2008-09-30 15:52:52,,,,Reintegração,X
10335,10325,L 5.292/1967,art. 4º,2008-09-30 15:52:52,,,,Serviço Militar dos Profissionais da Saúde,X
10332,10325,CF,"143, § 1º e 2º",2008-09-30 15:52:52,,,,Serviço Militar Obrigatório,X
10337,10324,,,2008-09-30 15:52:52,,,,Sistema Remuneratório e Benefícios,X
10351,10337,Lei 6880 de 1980,80 a 85,2008-09-30 15:52:52,,,,Agregação,X
10356,10337,Lei 6880 de 1980,"50, IV, ""e""",2008-09-30 15:52:52,,,,Assistência Médico-Hospitalar,X
10596,10337,,,2008-09-30 15:52:52,,,,Auxílio-invalidez,X
14141,10337,Lei 8.112/1990,45 e 46,2021-01-18 00:00:00,,,,Descontos Indevidos,X
10339,10337,Lei 6.880/80,"Art. 50, inc. IV, ""o""",2008-09-30 15:52:52,,,,Férias,X
10338,10337,L 6.880/1980,53,2008-09-30 15:52:52,,,,Gratificações e Adicionais,X
14142,10338,"MP 2.131/2000, Lei 8.237/1991",1 ao 4,2021-01-18 00:00:00,,,,Adicional de Inatividade,X
14143,10338,"Lei 8.237/1991, Decreto 4.307/2002",Art. 4/Decreto (Revogado pela MP 2.215/2001),2021-01-18 00:00:00,,,,Gratificação de Compensação Orgânica,X
14239,10338,Lei 9.442/1997,1 a 4,2021-01-29 00:00:00,,,,Gratificação de Condição Especial de Trabalho,X
10591,10337,Lei 6.680/80,"Art. 50, § 2º, § 3º",2008-09-30 15:52:52,,,,Inclusão de Dependente,X
10340,10337,L 6.880/1980,"53, I, a",2008-09-30 15:52:52,,,,Indenizações Regulares,X
14144,10340,Lei 8.237/1991 e Leis Estaduais que tratam de ajuda de custo a militares estaduais,34 e 38 (Lei 8.237/1991),2021-01-18 00:00:00,,,,Ajuda de Custo,X
10341,10337,CF/88,"Art. 39, § 1º",2008-09-30 15:52:52,,,,Isonomia,X
14145,10341,Lei 8.162/1991,1 e seguintes,2021-01-18 00:00:00,,,,Soldo Legal e Ajustado,X
10357,10337,Lei 6880/80,art. 68,2008-09-30 15:52:52,,,,Licença Prêmio,X
10350,10337,Lei 6.880/80,67 a 70,2008-09-30 15:52:52,,,,Licenças,X
10358,10337,Lei 6.880/80,121 a 123,2008-09-30 15:52:52,,,,Licenciamento,X
10349,10337,Lei 6.880/80,104 a 114,2008-09-30 15:52:52,,,,Reforma,X
10593,10337,,,2008-09-30 15:52:52,,,,Remuneração Mínima,X
10352,10337,Lei 6880 de 1980,96 e 97,2008-09-30 15:52:52,,,,Reserva Remunerada,X
14146,10337,Lei 8.162/1991,"46, caput",2021-01-18 00:00:00,,,,Restituição ao Erário,X
14147,14146,CPC,"297, Parágrafo único, 520, I e II, e 302",2021-01-18 00:00:00,,,,Valores Antecipados na Tutela Revogada/Cassada,X
10354,10337,Lei 6880 de 1980,134 a 143,2008-09-30 15:52:52,,,,Tempo de Serviço,X
10353,10337,Lei 6880 de 1980,"96, II",2008-09-30 15:52:52,,,,Transferência ex-officio para reserva,X
10355,10337,Lei 6880 de 1980,96 e 97,2008-09-30 15:52:52,,,,Transferência para reserva,X
10954,9985,,,2008-09-30 15:52:52,,,,Orçamento,X
10958,10954,CF,"art. 165, § 8º",2008-09-30 15:52:52,,,,Crédito Suplementar,X
10955,10954,CF,art. 165 a 169,2008-09-30 15:52:52,,,,Criação de Dotação Orçamentária,X
10956,10954,CF,art. 168,2008-09-30 15:52:52,,,,Repasse de Duodécimos,X
10957,10954,CF,"art. 169, § 2º",2008-09-30 15:52:52,,,,Repasse de Verbas Públicas,X
11802,9985,,,2011-10-04 00:00:00,,,,Ordem Urbanística,X
11837,11802,,,2011-10-05 00:00:00,,,,Comércio Ambulante,X
11838,11802,,,2011-10-05 00:00:00,,,,Operações Urbanas Consorciadas,X
11836,11802,,,2011-10-05 00:00:00,,,,Parcelamento do Solo,X
11839,11802,,,2011-10-05 00:00:00,,,,Posturas Municipais,X
11840,11802,,,2011-10-05 00:00:00,,,,Segurança em Edificações,X
10157,9985,,,2008-09-30 15:52:52,,,,Organização Político-administrativa / Administração Pública,X
10166,10157,,,2008-09-30 15:52:52,,,,Conselhos Regionais de Fiscalização Profissional e Afins,X
10172,10166,,,2008-09-30 15:52:52,,,,Anuidades OAB,X
10171,10166,,,2008-09-30 15:52:52,,,,Eleições,X
10170,10166,,,2008-09-30 15:52:52,,,,Exame da Ordem OAB,X
10173,10166,,,2008-09-30 15:52:52,,,,Exercício Profissional,X
10168,10166,,,2008-09-30 15:52:52,,,,Multas e demais Sanções,X
10169,10166,,,2008-09-30 15:52:52,,,,Questões Funcionais,X
10167,10166,,,2008-09-30 15:52:52,,,,Registro Profissional,X
10158,10157,,,2008-09-30 15:52:52,,,,FGTS/Fundo de Garantia por Tempo de Serviço,X
10159,10158,,,2008-09-30 15:52:52,,,,Atualização de Conta,X
10161,10158,,,2008-09-30 15:52:52,,,,Juros Progressivos,X
10160,10158,,,2008-09-30 15:52:52,,,,Liberação de Conta,X
10162,10158,,,2008-09-30 15:52:52,,,,Localização de Contas,X
10180,10157,,,2008-09-30 15:52:52,,,,Fundo de Participação dos Municípios,X
10174,10157,,,2008-09-30 15:52:52,,,,Instituições Financeiras,X
10178,10174,,,2008-09-30 15:52:52,,,,Cooperativas de Crédito,X
10175,10174,,,2008-09-30 15:52:52,,,,Liberação de Depósitos de Instituição Liquidanda,X
10179,10174,,,2008-09-30 15:52:52,,,,Liquidação extrajudicial,X
10176,10174,,,2008-09-30 15:52:52,,,,Normatizações,X
10177,10174,,,2008-09-30 15:52:52,,,,Remuneração de Ativos Retidos,X
10163,10157,LC 07/70; LC 08/70,,2008-09-30 15:52:52,,,,PIS/PASEP,X
10164,10163,,,2008-09-30 15:52:52,,,,Atualização de Conta,X
10165,10163,,,2008-09-30 15:52:52,,,,Liberação de Conta,X
10181,10157,,,2008-09-30 15:52:52,2012-07-10 17:25:18,,,Seguro desemprego,X
10403,9985,,,2008-09-30 15:52:52,,,,Organização Sindical,X
10404,10403,,,2008-09-30 15:52:52,,,,Contribuição Sindical,X
10407,10403,,,2008-09-30 15:52:52,,,,Dilação e Extensão de Base Territorial,X
10405,10403,,,2008-09-30 15:52:52,,,,Eleições Sindicais,X
10408,10403,,,2008-09-30 15:52:52,,,,Filiação,X
10406,10403,,,2008-09-30 15:52:52,,,,Registro Sindical,X
11841,9985,,,2011-10-05 00:00:00,,,,Política Agrícola,X
11873,9985,,,2011-10-05 00:00:00,,,,Política fundiária e da reforma agrária,X
9991,9985,L 8.666/1993,,2008-09-30 15:52:52,,,,Responsabilidade da Administração,X
10502,9991,CF,"Art. 37, § 6º",2008-09-30 15:52:52,,,,Indenização por Dano Material,X
10504,10502,CF; Lei 10406/02,"CF, art. 37, § 6º; Lei 10.406/02, art.927",2008-09-30 15:52:52,,,,Acidente de Trânsito,X
14148,10502,CF,"37, § 6º",2021-01-18 00:00:00,,,,Acidentes,X
14910,14148,CF,"37, § 6º",2021-09-30 00:00:00,,,,Acidente Ferroviário,X
14149,14148,CF,"37, § 6º",2021-01-18 00:00:00,,,,Exposição a Substâncias Tóxicas - Dicloro-Difenil-Tricloroetano (DDT/Mercúrio/Outras),X
14166,10502,CF,"37, § 6º",2021-01-18 00:00:00,,,,Ausência/Deficiência de Fiscalização,X
14150,10502,CF,"37, § 6º",2021-01-18 00:00:00,,,,Concurso Público - Nomeação/Posse Tardia,X
14151,10502,CF,"37, § 6º",2021-01-18 00:00:00,,,,Correspondência - ECT,X
14154,10502,CF,"Art. 37, §6º - Súmula 388/STJ",2021-01-18 00:00:00,,,,Devolução de Cheques,X
14155,10502,CF,"37, § 6º",2021-01-18 00:00:00,2021-01-29 13:47:57,,,Inscrição em Cadastro Restrito de Crédito,X
14159,10502,CF,"37, § 6º",2021-01-18 00:00:00,,,,Política Pública de Preços,X
14156,10502,CF,"37, § 6º",2021-01-18 00:00:00,,,,Protesto Indevido de Títulos,X
14157,10502,CF/Lei 8.078/1990,"Art. 37, § º6 (CF)/ Art. 51 (Lei 8.078/1990)",2021-01-18 00:00:00,,,,Roubo/Leilão Indevido de Bem Empenhado,X
14158,10502,CF,"37, § 6º",2021-01-18 00:00:00,,,,Saque Fraudulento,X
10503,10502,CF/88; Lei 10406/02,"CF, art. 37, § 6º; Lei 10.406/02, art.927, 944, 949",2008-09-30 15:52:52,2023-09-27 16:56:15,,,Serviços de Saúde,X
14161,10502,CF,"37, § 6º e 231",2021-01-18 00:00:00,,,,Tráfego de Veículo com Excesso de Peso,X
10505,10502,,,2008-09-30 15:52:52,,,,Variação Cambial,X
9992,9991,CF,"art. 5º, V, X",2008-09-30 15:52:52,,,,Indenização por Dano Moral,X
9996,9992,CF,"art. 5º, V, X",2008-09-30 15:52:52,,,,Acidente de Trânsito,X
14162,9992,CF,"37, § 6º",2021-01-18 00:00:00,,,,Acidentes,X
14911,14162,CF,"37, § 6º",2021-09-30 00:00:00,,,,Acidente Ferroviário,X
14163,14162,CF,"37, § 6º",2021-01-18 00:00:00,,,,Exposição a Substâncias Tóxicas (Dicloro-Difenil-Tricloroetano (DDT / Mercúrio / Outras),X
14175,9992,CF,"37, § 6º",2021-01-18 00:00:00,,,,Assédio Moral,X
14164,9992,CF,"37, § 6º",2021-01-18 00:00:00,,,,Ausência/Deficiência de Fiscalização,X
14165,9992,CF,"37, § 6º",2021-01-18 00:00:00,,,,Concurso Público - Nomeação/Posse Tardia,X
14167,9992,CF,"37, § 6º",2021-01-18 00:00:00,,,,Correspondência - ECT,X
14168,9992,CF,"37, § 6º; Súmula 388/STJ",2021-01-18 00:00:00,,,,Devolução de Cheques,X
14169,9992,CF,"37, § 6º",2021-01-18 00:00:00,,,,Inscrição em Cadastro Restritivo de Crédito,X
14173,9992,CF; Lei 4.870/1965,"37, § 6º",2021-01-18 00:00:00,,,,Política Pública de Preços,X
14909,9992,CF,"5º, LXXV e 37, § 6º",2021-09-30 00:00:00,,,,Prisão Ilegal,X
14170,9992,CF,"37, § 6º",2021-01-18 00:00:00,,,,Protesto Indevido de Títulos,X
